r_mult,pts,bars_held,exit_reason,entry_px,exit_px,sl_pts,timestamp,session,pred_class,regime,direction,confidence,atr_entry,date,pnl_usd,win,be,year,conf_bucket,month
-1.0,-6.0,4,STOP_LOSS,13702.75,13708.75,6.0,2023-01-03 09:30:00,LON,3,SHORT_REV,SHORT,0.5043931007385254,4.321428571428571,2023-01-03,-120.0,0,0,2023,0.45-0.55,2023-01
-1.0,-6.0,1,STOP_LOSS,13717.5,13723.5,6.0,2023-01-03 09:45:00,LON,3,SHORT_REV,SHORT,0.600456178188324,5.071428571428571,2023-01-03,-120.0,0,0,2023,0.55-0.65,2023-01
-1.0,-6.0,1,STOP_LOSS,13741.5,13747.5,6.0,2023-01-03 10:00:00,LON,3,SHORT_REV,SHORT,0.5846327543258667,5.660714285714286,2023-01-03,-120.0,0,0,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,13722.5,13722.5,6.300000000000001,2023-01-03 10:15:00,LON,2,LONG_BREAK,LONG,0.4200301468372345,7.875,2023-01-03,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13742.0,13742.0,6.0,2023-01-03 10:30:00,LON,3,SHORT_REV,SHORT,0.4413168430328369,6.196428571428571,2023-01-03,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13771.5,13771.5,6.0,2023-01-03 16:00:00,NY,3,SHORT_REV,SHORT,0.5409423112869263,5.678571428571429,2023-01-03,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13789.75,13789.75,6.0,2023-01-03 16:15:00,NY,3,SHORT_REV,SHORT,0.4922696650028229,5.875,2023-01-03,0.0,0,1,2023,0.45-0.55,2023-01
2.660714285714372,15.964285714286234,1,TRAIL_STOP,13774.25,13758.285714285714,6.0,2023-01-03 16:30:00,NY,3,SHORT_REV,SHORT,0.42644381523132324,7.071428571428571,2023-01-03,319.2857142857247,1,0,2023,0.35-0.45,2023-01
1.1977040816326345,16.767857142856883,1,TRAIL_STOP,13792.5,13775.732142857143,14.0,2023-01-03 16:45:00,NY,3,SHORT_REV,SHORT,0.6209368109703064,25.464285714285715,2023-01-03,335.35714285713766,1,0,2023,0.55-0.65,2023-01
-1.0,-14.0,1,STOP_LOSS,13648.75,13662.75,14.0,2023-01-03 17:00:00,NY,3,SHORT_REV,SHORT,0.6825879216194153,24.053571428571427,2023-01-03,-280.0,0,0,2023,0.65-0.75,2023-01
0.0,0.0,1,BE_STOP,13654.5,13654.5,14.0,2023-01-03 17:02:00,NY,3,SHORT_REV,SHORT,0.4947105050086975,22.803571428571427,2023-01-03,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13610.5,13610.5,13.657142857142858,2023-01-03 17:15:00,NY,4,LONG_REV,LONG,0.5240863561630249,17.071428571428573,2023-01-03,0.0,0,1,2023,0.45-0.55,2023-01
-0.9999999999999608,-13.285714285713766,2,STOP_LOSS,13618.0,13604.714285714286,13.285714285714286,2023-01-03 17:17:00,NY,4,LONG_REV,LONG,0.44725143909454346,16.607142857142858,2023-01-03,-265.7142857142753,0,0,2023,0.35-0.45,2023-01
0.0,0.0,6,BE_STOP,13638.25,13638.25,6.0,2023-01-04 09:30:00,LON,3,SHORT_REV,SHORT,0.4288294315338135,2.0892857142857144,2023-01-04,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,1,STOP_LOSS,13638.75,13644.75,6.0,2023-01-04 09:45:00,LON,3,SHORT_REV,SHORT,0.5704578161239624,2.5892857142857144,2023-01-04,-120.0,0,0,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,13652.5,13652.5,6.0,2023-01-04 10:00:00,LON,3,SHORT_REV,SHORT,0.6762270331382751,3.9642857142857144,2023-01-04,0.0,0,1,2023,0.65-0.75,2023-01
-1.0,-6.0,1,STOP_LOSS,13675.0,13669.0,6.0,2023-01-04 10:15:00,LON,2,LONG_BREAK,LONG,0.5509269833564758,5.160714285714286,2023-01-04,-120.0,0,0,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,13700.25,13700.25,6.0,2023-01-04 10:30:00,LON,2,LONG_BREAK,LONG,0.4708608388900757,6.464285714285714,2023-01-04,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13692.0,13692.0,6.0,2023-01-04 10:45:00,LON,3,SHORT_REV,SHORT,0.586147129535675,4.660714285714286,2023-01-04,0.0,0,1,2023,0.55-0.65,2023-01
1.766369047618961,10.598214285713766,1,TRAIL_STOP,13679.75,13669.151785714286,6.0,2023-01-04 16:00:00,NY,3,SHORT_REV,SHORT,0.425190269947052,5.803571428571429,2023-01-04,211.96428571427532,1,0,2023,0.35-0.45,2023-01
0.0,0.0,2,BE_STOP,13668.25,13668.25,6.0,2023-01-04 16:15:00,NY,2,LONG_BREAK,LONG,0.5840097665786743,6.75,2023-01-04,0.0,0,1,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,13688.5,13688.5,6.0,2023-01-04 16:30:00,NY,2,LONG_BREAK,LONG,0.4712601602077484,7.196428571428571,2023-01-04,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13625.25,13625.25,14.0,2023-01-04 16:45:00,NY,4,LONG_REV,LONG,0.40579235553741455,25.25,2023-01-04,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-14.0,1,STOP_LOSS,13635.5,13621.5,14.0,2023-01-04 17:00:00,NY,4,LONG_REV,LONG,0.39418119192123413,17.875,2023-01-04,-280.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13553.5,13553.5,14.0,2023-01-04 17:15:00,NY,4,LONG_REV,LONG,0.8605677485466003,26.642857142857142,2023-01-04,0.0,0,1,2023,0.75+,2023-01
-1.0,-6.0,3,STOP_LOSS,13615.75,13621.75,6.0,2023-01-05 09:30:00,LON,3,SHORT_REV,SHORT,0.44031766057014465,3.7857142857142856,2023-01-05,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13619.5,13619.5,6.0,2023-01-05 09:45:00,LON,3,SHORT_REV,SHORT,0.4889959990978241,4.035714285714286,2023-01-05,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,2,BE_STOP,13607.0,13607.0,6.0,2023-01-05 10:00:00,LON,3,SHORT_REV,SHORT,0.54596346616745,4.625,2023-01-05,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13622.25,13622.25,6.0,2023-01-05 10:15:00,LON,2,LONG_BREAK,LONG,0.4416748583316803,6.767857142857143,2023-01-05,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13621.0,13621.0,6.0,2023-01-05 10:30:00,LON,4,LONG_REV,LONG,0.3641764521598816,5.5,2023-01-05,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,1,STOP_LOSS,13595.75,13601.75,6.0,2023-01-05 10:45:00,LON,3,SHORT_REV,SHORT,0.4354894757270813,6.553571428571429,2023-01-05,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13575.75,13575.75,6.228571428571429,2023-01-05 16:15:00,NY,2,LONG_BREAK,LONG,0.3881761133670807,7.785714285714286,2023-01-05,0.0,0,1,2023,0.35-0.45,2023-01
-1.0000000000000682,-6.842857142857611,1,STOP_LOSS,13578.5,13571.657142857142,6.842857142857143,2023-01-05 16:30:00,NY,2,LONG_BREAK,LONG,0.3705976605415344,8.553571428571429,2023-01-05,-136.85714285715218,0,0,2023,0.35-0.45,2023-01
-1.0,-14.0,1,STOP_LOSS,13497.75,13483.75,14.0,2023-01-05 16:45:00,NY,4,LONG_REV,LONG,0.5697152614593506,19.964285714285715,2023-01-05,-280.0,0,0,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,13522.75,13522.75,12.85714285714286,2023-01-05 17:00:00,NY,4,LONG_REV,LONG,0.5724217295646667,16.071428571428573,2023-01-05,0.0,0,1,2023,0.55-0.65,2023-01
-1.0,-14.0,3,STOP_LOSS,13543.75,13529.75,14.0,2023-01-05 17:15:00,NY,4,LONG_REV,LONG,0.47096896171569824,21.0,2023-01-05,-280.0,0,0,2023,0.45-0.55,2023-01
-1.0,-6.0,5,STOP_LOSS,13486.75,13492.75,6.0,2023-01-06 09:30:00,LON,3,SHORT_REV,SHORT,0.42785871028900146,4.160714285714286,2023-01-06,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,5,BE_STOP,13483.5,13483.5,6.0,2023-01-06 09:45:00,LON,4,LONG_REV,LONG,0.5275977849960327,3.7142857142857144,2023-01-06,0.0,0,1,2023,0.45-0.55,2023-01
-1.0,-6.0,1,STOP_LOSS,13474.75,13480.75,6.0,2023-01-06 10:00:00,LON,3,SHORT_REV,SHORT,0.6719893217086792,3.8035714285714284,2023-01-06,-120.0,0,0,2023,0.65-0.75,2023-01
0.0,0.0,1,BE_STOP,13478.0,13478.0,6.0,2023-01-06 10:02:00,LON,4,LONG_REV,LONG,0.35254964232444763,4.732142857142857,2023-01-06,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,2,STOP_LOSS,13475.0,13469.0,6.0,2023-01-06 10:15:00,LON,4,LONG_REV,LONG,0.6780411005020142,6.107142857142857,2023-01-06,-120.0,0,0,2023,0.65-0.75,2023-01
0.0,0.0,1,BE_STOP,13483.5,13483.5,6.0,2023-01-06 10:30:00,LON,4,LONG_REV,LONG,0.736748218536377,5.803571428571429,2023-01-06,0.0,0,1,2023,0.65-0.75,2023-01
-1.0,-6.0,3,STOP_LOSS,13481.25,13475.25,6.0,2023-01-06 10:32:00,LON,4,LONG_REV,LONG,0.45387977361679077,5.232142857142857,2023-01-06,-120.0,0,0,2023,0.45-0.55,2023-01
0.0,0.0,10,BE_STOP,13478.75,13478.75,6.0,2023-01-06 10:45:00,LON,4,LONG_REV,LONG,0.6456656455993652,4.482142857142857,2023-01-06,0.0,0,1,2023,0.55-0.65,2023-01
-1.0,-14.0,1,STOP_LOSS,13598.5,13584.5,14.0,2023-01-06 16:00:00,NY,4,LONG_REV,LONG,0.47589364647865295,20.071428571428573,2023-01-06,-280.0,0,0,2023,0.45-0.55,2023-01
-0.999999999999945,-10.414285714285143,3,STOP_LOSS,13561.25,13550.835714285715,10.414285714285715,2023-01-06 16:15:00,NY,4,LONG_REV,LONG,0.5014621615409851,13.017857142857142,2023-01-06,-208.28571428570285,0,0,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13546.0,13546.0,7.828571428571429,2023-01-06 16:30:00,NY,2,LONG_BREAK,LONG,0.4262179136276245,9.785714285714286,2023-01-06,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,2,BE_STOP,13441.75,13441.75,14.0,2023-01-06 16:45:00,NY,4,LONG_REV,LONG,0.7671170234680176,28.964285714285715,2023-01-06,0.0,0,1,2023,0.75+,2023-01
0.0,0.0,1,BE_STOP,13449.25,13449.25,14.0,2023-01-06 16:49:00,NY,4,LONG_REV,LONG,0.46591150760650635,26.285714285714285,2023-01-06,0.0,0,1,2023,0.45-0.55,2023-01
4.338010204081651,60.73214285714312,1,TRAIL_STOP,13469.5,13530.232142857143,14.0,2023-01-06 17:00:00,NY,4,LONG_REV,LONG,0.8454940319061279,19.535714285714285,2023-01-06,1214.642857142862,1,0,2023,0.75+,2023-01
1.2034438775509833,16.848214285713766,1,TRAIL_STOP,13546.75,13563.598214285714,14.0,2023-01-06 17:15:00,NY,4,LONG_REV,LONG,0.701927125453949,28.803571428571427,2023-01-06,336.9642857142753,1,0,2023,0.65-0.75,2023-01
1.3781887755102227,19.294642857143117,1,TRAIL_STOP,13565.0,13584.294642857143,14.0,2023-01-06 17:17:00,NY,4,LONG_REV,LONG,0.422903835773468,26.910714285714285,2023-01-06,385.89285714286234,1,0,2023,0.35-0.45,2023-01
0.0,0.0,3,BE_STOP,13809.25,13809.25,6.0,2023-01-09 09:30:00,LON,3,SHORT_REV,SHORT,0.49625691771507263,4.214285714285714,2023-01-09,0.0,0,1,2023,0.45-0.55,2023-01
1.5639880952382252,9.383928571429351,12,TRAIL_STOP,13791.25,13781.86607142857,6.0,2023-01-09 09:45:00,LON,3,SHORT_REV,SHORT,0.423663467168808,5.732142857142857,2023-01-09,187.67857142858702,1,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13786.75,13786.75,6.0,2023-01-09 10:00:00,LON,3,SHORT_REV,SHORT,0.3833547532558441,3.892857142857143,2023-01-09,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13792.5,13792.5,6.300000000000001,2023-01-09 10:15:00,LON,2,LONG_BREAK,LONG,0.35537591576576233,7.875,2023-01-09,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,1,STOP_LOSS,13792.75,13798.75,6.0,2023-01-09 10:45:00,LON,3,SHORT_REV,SHORT,0.35577958822250366,5.428571428571429,2023-01-09,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13830.0,13830.0,6.0,2023-01-09 16:00:00,NY,3,SHORT_REV,SHORT,0.3841009736061096,5.196428571428571,2023-01-09,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,1,STOP_LOSS,13854.75,13860.75,6.0,2023-01-09 16:30:00,NY,3,SHORT_REV,SHORT,0.3973710238933563,6.285714285714286,2023-01-09,-120.0,0,0,2023,0.35-0.45,2023-01
-1.0,-14.0,1,STOP_LOSS,13897.5,13911.5,14.0,2023-01-09 16:45:00,NY,3,SHORT_REV,SHORT,0.3920649290084839,21.232142857142858,2023-01-09,-280.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,2,BE_STOP,13965.75,13965.75,10.17142857142857,2023-01-09 17:00:00,NY,3,SHORT_REV,SHORT,0.35041555762290955,12.714285714285714,2023-01-09,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13946.0,13946.0,9.771428571428572,2023-01-09 17:15:00,NY,4,LONG_REV,LONG,0.3984311521053314,12.214285714285714,2023-01-09,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13814.5,13814.5,6.0,2023-01-10 09:30:00,LON,4,LONG_REV,LONG,0.5213248133659363,4.0,2023-01-10,0.0,0,1,2023,0.45-0.55,2023-01
1.919642857142814,11.517857142856883,14,TRAIL_STOP,13826.0,13814.482142857143,6.0,2023-01-10 09:45:00,LON,3,SHORT_REV,SHORT,0.5328712463378906,3.4642857142857144,2023-01-10,230.35714285713766,1,0,2023,0.45-0.55,2023-01
-1.0,-6.0,1,STOP_LOSS,13815.0,13821.0,6.0,2023-01-10 10:00:00,LON,3,SHORT_REV,SHORT,0.7887598276138306,2.732142857142857,2023-01-10,-120.0,0,0,2023,0.75+,2023-01
-1.0,-6.0,1,STOP_LOSS,13819.0,13825.0,6.0,2023-01-10 10:02:00,LON,3,SHORT_REV,SHORT,0.4631252884864807,3.25,2023-01-10,-120.0,0,0,2023,0.45-0.55,2023-01
0.0,0.0,2,BE_STOP,13813.75,13813.75,6.0,2023-01-10 10:15:00,LON,4,LONG_REV,LONG,0.6694051027297974,5.482142857142857,2023-01-10,0.0,0,1,2023,0.65-0.75,2023-01
2.8690476190477057,17.214285714286234,2,TRAIL_STOP,13828.25,13845.464285714286,6.0,2023-01-10 10:30:00,LON,2,LONG_BREAK,LONG,0.42464718222618103,6.571428571428571,2023-01-10,344.2857142857247,1,0,2023,0.35-0.45,2023-01
-1.0,-6.0,1,STOP_LOSS,13826.75,13832.75,6.0,2023-01-10 10:45:00,LON,3,SHORT_REV,SHORT,0.45002880692481995,6.767857142857143,2023-01-10,-120.0,0,0,2023,0.45-0.55,2023-01
4.7723214285715585,28.63392857142935,1,TRAIL_STOP,13783.0,13811.63392857143,6.0,2023-01-10 16:00:00,NY,4,LONG_REV,LONG,0.5767691135406494,5.732142857142857,2023-01-10,572.678571428587,1,0,2023,0.55-0.65,2023-01
-1.0000000000000244,-12.72857142857174,1,STOP_LOSS,13825.25,13812.521428571428,12.72857142857143,2023-01-10 16:15:00,NY,4,LONG_REV,LONG,0.5885655879974365,15.910714285714286,2023-01-10,-254.5714285714348,0,0,2023,0.55-0.65,2023-01
3.7689393939393936,24.875,1,TRAIL_STOP,13798.0,13822.875,6.6000000000000005,2023-01-10 16:30:00,NY,4,LONG_REV,LONG,0.7364516258239746,8.25,2023-01-10,497.5,1,0,2023,0.65-0.75,2023-01
0.0,0.0,1,BE_STOP,13848.5,13848.5,14.0,2023-01-10 16:45:00,NY,4,LONG_REV,LONG,0.39232519268989563,23.071428571428573,2023-01-10,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13808.25,13808.25,14.0,2023-01-10 16:47:00,NY,4,LONG_REV,LONG,0.5323910117149353,23.160714285714285,2023-01-10,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13865.25,13865.25,14.0,2023-01-10 17:00:00,NY,2,LONG_BREAK,LONG,0.383741170167923,24.875,2023-01-10,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,4,BE_STOP,13910.5,13910.5,14.0,2023-01-10 17:15:00,NY,4,LONG_REV,LONG,0.5441458821296692,19.232142857142858,2023-01-10,0.0,0,1,2023,0.45-0.55,2023-01
-1.0,-6.0,5,STOP_LOSS,13902.25,13908.25,6.0,2023-01-11 09:30:00,LON,3,SHORT_REV,SHORT,0.7591286897659302,2.9107142857142856,2023-01-11,-120.0,0,0,2023,0.75+,2023-01
0.0,0.0,6,BE_STOP,13910.0,13910.0,6.0,2023-01-11 09:45:00,LON,3,SHORT_REV,SHORT,0.7280455231666565,2.9642857142857144,2023-01-11,0.0,0,1,2023,0.65-0.75,2023-01
-1.0,-6.0,1,STOP_LOSS,13905.25,13911.25,6.0,2023-01-11 10:00:00,LON,3,SHORT_REV,SHORT,0.7493926882743835,2.732142857142857,2023-01-11,-120.0,0,0,2023,0.65-0.75,2023-01
-1.0,-6.0,2,STOP_LOSS,13909.0,13915.0,6.0,2023-01-11 10:02:00,LON,3,SHORT_REV,SHORT,0.4136885702610016,3.232142857142857,2023-01-11,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,4,BE_STOP,13919.5,13919.5,6.0,2023-01-11 10:15:00,LON,4,LONG_REV,LONG,0.5055213570594788,5.839285714285714,2023-01-11,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,2,BE_STOP,13910.25,13910.25,6.0,2023-01-11 10:30:00,LON,4,LONG_REV,LONG,0.7242020964622498,4.464285714285714,2023-01-11,0.0,0,1,2023,0.65-0.75,2023-01
-1.0,-6.0,2,STOP_LOSS,13907.75,13901.75,6.0,2023-01-11 10:33:00,LON,4,LONG_REV,LONG,0.4329238533973694,4.428571428571429,2023-01-11,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,13905.0,13905.0,6.0,2023-01-11 10:45:00,LON,4,LONG_REV,LONG,0.6842657327651978,4.25,2023-01-11,0.0,0,1,2023,0.65-0.75,2023-01
0.0,0.0,2,BE_STOP,13908.5,13908.5,6.0,2023-01-11 10:47:00,LON,4,LONG_REV,LONG,0.48378124833106995,4.035714285714286,2023-01-11,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,13978.75,13978.75,6.0,2023-01-11 16:00:00,NY,3,SHORT_REV,SHORT,0.4561389684677124,5.964285714285714,2023-01-11,0.0,0,1,2023,0.45-0.55,2023-01
-1.0,-6.0,1,STOP_LOSS,13978.25,13984.25,6.0,2023-01-11 16:30:00,NY,3,SHORT_REV,SHORT,0.3638298213481903,6.125,2023-01-11,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,14007.0,14007.0,14.0,2023-01-11 16:45:00,NY,3,SHORT_REV,SHORT,0.48450616002082825,19.642857142857142,2023-01-11,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,2,BE_STOP,13991.75,13991.75,11.8,2023-01-11 17:00:00,NY,3,SHORT_REV,SHORT,0.418698251247406,14.75,2023-01-11,0.0,0,1,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,14009.75,14009.75,9.22857142857143,2023-01-11 17:15:00,NY,4,LONG_REV,LONG,0.35532626509666443,11.535714285714286,2023-01-11,0.0,0,1,2023,0.35-0.45,2023-01
1.8675595238094804,11.205357142856883,6,TRAIL_STOP,14118.0,14106.794642857143,6.0,2023-01-12 09:30:00,LON,3,SHORT_REV,SHORT,0.41585680842399597,2.0892857142857144,2023-01-12,224.10714285713766,1,0,2023,0.35-0.45,2023-01
0.0,0.0,5,BE_STOP,14117.75,14117.75,6.0,2023-01-12 09:45:00,LON,3,SHORT_REV,SHORT,0.4931342899799347,3.142857142857143,2023-01-12,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,14119.75,14119.75,6.0,2023-01-12 10:00:00,LON,3,SHORT_REV,SHORT,0.5490651726722717,3.1607142857142856,2023-01-12,0.0,0,1,2023,0.45-0.55,2023-01
1.6875,10.125,8,TRAIL_STOP,14109.5,14119.625,6.0,2023-01-12 10:15:00,LON,2,LONG_BREAK,LONG,0.3582901060581207,4.75,2023-01-12,202.5,1,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,14120.5,14120.5,6.0,2023-01-12 10:30:00,LON,4,LONG_REV,LONG,0.353717178106308,3.892857142857143,2023-01-12,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,2,STOP_LOSS,14114.5,14120.5,6.0,2023-01-12 10:45:00,LON,3,SHORT_REV,SHORT,0.4085332751274109,3.9107142857142856,2023-01-12,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,14201.0,14201.0,14.0,2023-01-12 16:00:00,NY,3,SHORT_REV,SHORT,0.450838565826416,23.25,2023-01-12,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,1,BE_STOP,14145.75,14145.75,14.0,2023-01-12 16:30:00,NY,4,LONG_REV,LONG,0.38305139541625977,20.017857142857142,2023-01-12,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-14.0,1,STOP_LOSS,14012.0,13998.0,14.0,2023-01-12 16:45:00,NY,4,LONG_REV,LONG,0.7646099925041199,27.303571428571427,2023-01-12,-280.0,0,0,2023,0.75+,2023-01
1.4298469387754917,20.017857142856883,1,TRAIL_STOP,14012.5,14032.517857142857,14.0,2023-01-12 17:00:00,NY,4,LONG_REV,LONG,0.8666943311691284,21.464285714285715,2023-01-12,400.35714285713766,1,0,2023,0.75+,2023-01
0.0,0.0,1,BE_STOP,14047.75,14047.75,14.0,2023-01-12 17:02:00,NY,4,LONG_REV,LONG,0.6370325088500977,22.5,2023-01-12,0.0,0,1,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,14134.0,14134.0,14.0,2023-01-12 17:15:00,NY,4,LONG_REV,LONG,0.4953361451625824,23.821428571428573,2023-01-12,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,3,BE_STOP,14145.75,14145.75,14.0,2023-01-12 17:17:00,NY,4,LONG_REV,LONG,0.3675050735473633,24.321428571428573,2023-01-12,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,2,STOP_LOSS,14159.5,14165.5,6.0,2023-01-13 09:30:00,LON,3,SHORT_REV,SHORT,0.6123339533805847,3.4464285714285716,2023-01-13,-120.0,0,0,2023,0.55-0.65,2023-01
-1.0,-6.0,2,STOP_LOSS,14171.0,14177.0,6.0,2023-01-13 09:45:00,LON,3,SHORT_REV,SHORT,0.5657761096954346,3.4464285714285716,2023-01-13,-120.0,0,0,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,14179.5,14179.5,6.0,2023-01-13 10:00:00,LON,3,SHORT_REV,SHORT,0.6093717217445374,4.196428571428571,2023-01-13,0.0,0,1,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,14164.5,14164.5,6.0,2023-01-13 10:15:00,LON,2,LONG_BREAK,LONG,0.4095936417579651,6.517857142857143,2023-01-13,0.0,0,1,2023,0.35-0.45,2023-01
-1.0,-6.0,4,STOP_LOSS,14176.25,14182.25,6.0,2023-01-13 10:30:00,LON,3,SHORT_REV,SHORT,0.3851453959941864,4.428571428571429,2023-01-13,-120.0,0,0,2023,0.35-0.45,2023-01
-1.0,-6.0,1,STOP_LOSS,14172.0,14178.0,6.0,2023-01-13 10:45:00,LON,3,SHORT_REV,SHORT,0.43016114830970764,4.910714285714286,2023-01-13,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,14060.25,14060.25,6.0,2023-01-13 16:00:00,NY,3,SHORT_REV,SHORT,0.5331793427467346,6.75,2023-01-13,0.0,0,1,2023,0.45-0.55,2023-01
-1.0,-6.0,2,STOP_LOSS,14069.0,14063.0,6.0,2023-01-13 16:15:00,NY,4,LONG_REV,LONG,0.6621785759925842,5.696428571428571,2023-01-13,-120.0,0,0,2023,0.65-0.75,2023-01
0.0,0.0,1,BE_STOP,14079.5,14079.5,6.0,2023-01-13 16:30:00,NY,3,SHORT_REV,SHORT,0.5951072573661804,5.875,2023-01-13,0.0,0,1,2023,0.55-0.65,2023-01
-1.0,-14.0,1,STOP_LOSS,14088.75,14074.75,14.0,2023-01-13 16:45:00,NY,4,LONG_REV,LONG,0.6540400385856628,22.160714285714285,2023-01-13,-280.0,0,0,2023,0.65-0.75,2023-01
2.5656077348066497,33.16964285714312,1,TRAIL_STOP,14113.0,14146.169642857143,12.928571428571429,2023-01-13 17:00:00,NY,4,LONG_REV,LONG,0.8613495826721191,16.160714285714285,2023-01-13,663.3928571428623,1,0,2023,0.75+,2023-01
0.0,0.0,1,BE_STOP,14131.0,14131.0,14.0,2023-01-13 17:02:00,NY,4,LONG_REV,LONG,0.5213825106620789,19.5,2023-01-13,0.0,0,1,2023,0.45-0.55,2023-01
0.0,0.0,2,BE_STOP,14154.25,14154.25,12.685714285714287,2023-01-13 17:15:00,NY,4,LONG_REV,LONG,0.8871414065361023,15.857142857142858,2023-01-13,0.0,0,1,2023,0.75+,2023-01
-0.9999999999999911,-11.757142857142753,1,STOP_LOSS,14152.0,14140.242857142857,11.757142857142858,2023-01-13 17:18:00,NY,4,LONG_REV,LONG,0.47129228711128235,14.696428571428571,2023-01-13,-235.14285714285506,0,0,2023,0.45-0.55,2023-01
0.0,0.0,9,BE_STOP,14242.25,14242.25,6.0,2023-01-16 09:30:00,LON,3,SHORT_REV,SHORT,0.7331247925758362,2.25,2023-01-16,0.0,0,1,2023,0.65-0.75,2023-01
0.0,0.0,3,BE_STOP,14242.75,14242.75,6.0,2023-01-16 09:45:00,LON,4,LONG_REV,LONG,0.5404444336891174,1.9107142857142858,2023-01-16,0.0,0,1,2023,0.45-0.55,2023-01
-1.0,-6.0,15,STOP_LOSS,14244.75,14238.75,6.0,2023-01-16 09:49:00,LON,4,LONG_REV,LONG,0.3812296688556671,1.8928571428571428,2023-01-16,-120.0,0,0,2023,0.35-0.45,2023-01
0.0,0.0,1,BE_STOP,14228.75,14228.75,6.0,2023-01-16 10:15:00,LON,3,SHORT_REV,SHORT,0.5815010070800781,5.071428571428571,2023-01-16,0.0,0,1,2023,0.55-0.65,2023-01
0.0,0.0,1,BE_STOP,14228.5,14228.5,6.0,2023-01-16 10:17:00,LON,3,SHORT_REV,SHORT,0.468360960483551,5.285714285714286,2023-01-16,0.0,0,1,2023,0.45-0.55,2023-01
