r_mult,pts,exit_reason,sl_pts,entry_px,exit_px,timestamp,date,session,pred_class,regime,direction,confidence,atr_entry,pnl_usd,win,year,month
0.0,0.0,BE,6.0,14200.5,14200.5,2023-01-16 10:49:00,2023-01-16,LON,1,SHORT_BREAK,SHORT,0.998217761516571,4.892857142857143,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14198.0,14198.0,2023-01-16 10:51:00,2023-01-16,LON,1,SHORT_BREAK,SHORT,0.9992300271987915,4.928571428571429,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14194.75,14194.75,2023-01-16 10:52:00,2023-01-16,LON,1,SHORT_BREAK,SHORT,0.9984960556030273,5.035714285714286,0.0,0,2023,2023-01
-1.0,-6.0,SL,6.0,14197.0,14191.0,2023-01-16 10:54:00,2023-01-16,LON,4,LONG_REV,LONG,0.9891839027404785,4.875,-120.0,0,2023,2023-01
0.0,0.0,BE,6.0,14191.25,14191.25,2023-01-16 10:55:00,2023-01-16,LON,1,SHORT_BREAK,SHORT,0.9977312684059143,4.946428571428571,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14192.5,14192.5,2023-01-16 10:56:00,2023-01-16,LON,4,LONG_REV,LONG,0.983281672000885,4.964285714285714,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14193.5,14193.5,2023-01-16 10:57:00,2023-01-16,LON,1,SHORT_BREAK,SHORT,0.9973068237304688,4.928571428571429,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14194.25,14194.25,2023-01-16 10:59:00,2023-01-16,LON,1,SHORT_BREAK,SHORT,0.9969372749328613,5.035714285714286,0.0,0,2023,2023-01
0.0,0.0,BE,12.314285714285715,14316.5,14316.5,2023-01-17 17:03:00,2023-01-17,NY,2,LONG_BREAK,LONG,0.9206244945526123,15.392857142857142,0.0,0,2023,2023-01
0.0,0.0,BE,12.057142857142857,14318.25,14318.25,2023-01-17 17:05:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.986756443977356,15.071428571428571,0.0,0,2023,2023-01
-0.9999999999999819,-11.514285714285506,SL,11.514285714285714,14311.5,14323.014285714286,2023-01-17 17:08:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9880565404891968,14.392857142857142,-230.28571428571013,0,2023,2023-01
0.0,0.0,BE,11.271428571428572,14332.0,14332.0,2023-01-17 17:12:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.996281087398529,14.089285714285714,0.0,0,2023,2023-01
0.0,0.0,BE,11.72857142857143,14325.0,14325.0,2023-01-17 17:14:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.995134174823761,14.660714285714286,0.0,0,2023,2023-01
0.0,0.0,BE,10.571428571428571,14320.0,14320.0,2023-01-17 17:15:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9853109121322632,13.214285714285714,0.0,0,2023,2023-01
0.0,0.0,BE,9.114285714285714,14323.5,14323.5,2023-01-17 17:20:00,2023-01-17,NY,2,LONG_BREAK,LONG,0.8731681108474731,11.392857142857142,0.0,0,2023,2023-01
-0.9999999999999567,-8.399999999999636,SL,8.4,14329.75,14338.15,2023-01-17 17:23:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9904746413230896,10.5,-167.99999999999272,0,2023,2023-01
1.6967247097843208,14.616071428570649,TRAIL,8.614285714285714,14331.5,14316.88392857143,2023-01-17 17:25:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9933978319168091,10.767857142857142,292.321428571413,1,2023,2023-01
0.0,0.0,BE,8.214285714285714,14331.0,14331.0,2023-01-17 17:27:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9836006760597229,10.267857142857142,0.0,0,2023,2023-01
0.0,0.0,BE,7.742857142857144,14325.5,14325.5,2023-01-17 17:28:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9874237179756165,9.678571428571429,0.0,0,2023,2023-01
0.0,0.0,BE,7.92857142857143,14313.0,14313.0,2023-01-17 17:29:00,2023-01-17,NY,3,SHORT_REV,SHORT,0.9532591700553894,9.910714285714286,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14342.75,14342.75,2023-01-18 16:01:00,2023-01-18,NY,3,SHORT_REV,SHORT,0.9807313084602356,7.285714285714286,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14355.0,14355.0,2023-01-18 16:05:00,2023-01-18,NY,2,LONG_BREAK,LONG,0.9942283630371094,7.035714285714286,0.0,0,2023,2023-01
-1.0,-6.0,SL,6.0,14365.0,14359.0,2023-01-18 16:07:00,2023-01-18,NY,2,LONG_BREAK,LONG,0.996911346912384,7.482142857142857,-120.0,0,2023,2023-01
0.0,0.0,BE,6.0,14359.75,14359.75,2023-01-18 16:09:00,2023-01-18,NY,3,SHORT_REV,SHORT,0.9796524047851562,7.482142857142857,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14355.5,14355.5,2023-01-18 16:11:00,2023-01-18,NY,3,SHORT_REV,SHORT,0.9794894456863403,7.410714285714286,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14355.5,14355.5,2023-01-18 16:12:00,2023-01-18,NY,3,SHORT_REV,SHORT,0.9760948419570923,7.017857142857143,0.0,0,2023,2023-01
0.0,0.0,BE,6.0,14357.5,14357.5,2023-01-18 16:13:00,2023-01-18,NY,2,LONG_BREAK,LONG,0.996535062789917,6.892857142857143,0.0,0,2023,2023-01
-1.0,-6.0,SL,6.0,14357.25,14363.25,2023-01-18 16:15:00,2023-01-18,NY,3,SHORT_REV,SHORT,0.9715377688407898,6.571428571428571,-120.0,0,2023,2023-01
-1.0,-6.0,SL,6.0,14362.75,14356.75,2023-01-18 16:16:00,2023-01-18,NY,2,LONG_BREAK,LONG,0.9964911341667175,6.660714285714286,-120.0,0,2023,2023-01
-1.0,-6.0,SL,6.0,14357.25,14363.25,2023-01-18 16:18:00,2023-01-18,NY,3,SHORT_REV,SHORT,0.9746803641319275,6.928571428571429,-120.0,0,2023,2023-01
