date,killzone,direction,entry_ts,entry_px,orh,orl,or_width,atr,exit_idx,exit_px,pts,r_mult,reason,mae,mfe,risk,bars_held
2017-05-18,NY,LONG,2017-05-18 16:13:00,8621.25,8619.5,8609.25,10.25,1.5714285714285714,153709,8635.95,14.700000000000728,1.4700000000000728,TRAIL_2.0R,7.0,22.5,10.0,30
2017-05-19,LON,SHORT,2017-05-19 10:01:00,8672.0,8675.0,8672.25,2.75,0.5178571428571429,154754,8682.0,-10.0,-1.0,SL_INITIAL,10.25,2.75,10.0,91
2017-05-19,NY,SHORT,2017-05-19 16:05:00,8690.75,8695.75,8691.0,4.75,0.875,155061,8700.75,-10.0,-1.0,SL_INITIAL,10.5,3.0,10.0,34
2017-05-22,LON,SHORT,2017-05-22 10:00:00,8704.75,8706.25,8705.0,1.25,0.21428571428571427,156119,8701.25,3.5,0.35,MAX_HOLD,1.25,10.75,10.0,120
2017-05-22,NY,LONG,2017-05-22 16:08:00,8704.5,8703.5,8697.5,6.0,0.7857142857142857,156443,8721.25,16.75,1.675,TRAIL_2.0R,0.5,23.75,10.0,76
2017-05-23,LON,LONG,2017-05-23 10:09:00,8745.25,8742.5,8735.25,7.25,1.3214285714285714,157460,8753.25,8.0,0.8,MAX_HOLD,3.25,12.5,10.0,120
2017-05-23,NY,LONG,2017-05-23 16:25:00,8758.75,8758.5,8754.75,3.75,0.6607142857142857,157726,8748.75,-10.0,-1.0,SL_INITIAL,10.75,1.5,10.0,11
2017-05-24,LON,SHORT,2017-05-24 10:03:00,8749.75,8753.5,8750.5,3.0,0.6785714285714286,158761,8757.75,-8.0,-0.8,MAX_HOLD,9.5,0.25,10.0,120
2017-05-24,NY,SHORT,2017-05-24 16:11:00,8761.5,8764.25,8762.0,2.25,0.5178571428571429,159128,8752.75,8.75,0.875,MAX_HOLD,4.75,13.0,10.0,120
2017-05-25,LON,SHORT,2017-05-25 10:09:00,8794.0,8798.75,8794.75,4.0,0.875,160112,8791.75,2.25,0.225,MAX_HOLD,3.5,11.5,10.0,120
2017-05-25,NY,SHORT,2017-05-25 16:31:00,8790.5,8797.75,8791.25,6.5,0.8392857142857143,160381,8790.5,0.0,0.0,BE,1.25,5.75,10.0,7
2017-05-26,LON,LONG,2017-05-26 10:01:00,8826.0,8825.75,8823.25,2.5,0.5892857142857143,161409,8826.0,0.0,0.0,BE,2.0,6.75,10.0,84
2017-05-26,NY,LONG,2017-05-26 16:02:00,8822.5,8822.25,8817.25,5.0,0.8035714285714286,161806,8828.25,5.75,0.575,MAX_HOLD,7.0,12.75,10.0,120
2017-05-29,LON,SHORT,2017-05-29 10:02:00,8838.25,8839.75,8839.0,0.75,0.32142857142857145,162742,8838.25,0.0,0.0,MAX_HOLD,3.0,1.25,10.0,120
2017-05-29,NY,LONG,2017-05-29 16:00:00,8843.0,8842.75,8841.75,1.0,0.26785714285714285,163052,8835.0,-8.0,-0.8,MAX_HOLD,8.0,0.75,10.0,120
2017-05-30,LON,SHORT,2017-05-30 10:01:00,8829.0,8832.75,8829.5,3.25,0.6071428571428571,163789,8834.5,-5.5,-0.55,MAX_HOLD,7.5,2.25,10.0,120
2017-05-30,NY,LONG,2017-05-30 16:34:00,8833.5,8831.25,8825.5,5.75,1.5535714285714286,164103,8833.5,0.0,0.0,BE,1.0,10.5,10.0,42
2017-05-31,LON,LONG,2017-05-31 10:02:00,8843.0,8841.5,8840.0,1.5,0.4642857142857143,165120,8839.75,-3.25,-0.325,MAX_HOLD,5.75,0.25,10.0,120
2017-05-31,NY,LONG,2017-05-31 16:11:00,8860.5,8860.25,8856.25,4.0,0.7142857142857143,165396,8850.5,-10.0,-1.0,SL_INITIAL,10.0,0.5,10.0,30
2017-06-01,LON,SHORT,2017-06-01 10:01:00,8845.5,8848.5,8845.75,2.75,0.5,166451,8849.75,-4.25,-0.425,MAX_HOLD,6.0,0.75,10.0,120
2017-06-01,NY,LONG,2017-06-01 16:02:00,8847.75,8847.0,8843.5,3.5,0.8392857142857143,166744,8847.75,0.0,0.0,BE,6.75,7.0,10.0,52
2017-06-02,LON,SHORT,2017-06-02 10:05:00,8880.25,8883.0,8880.5,2.5,0.8571428571428571,167815,8879.5,0.75,0.075,MAX_HOLD,6.0,4.5,10.0,120
2017-06-02,NY,SHORT,2017-06-02 16:48:00,8868.75,8883.5,8870.0,13.5,4.071428571428571,168114,8878.75,-10.0,-1.0,SL_INITIAL,10.75,0.75,10.0,16
2017-06-05,LON,LONG,2017-06-05 10:01:00,8924.25,8924.0,8921.75,2.25,0.44642857142857145,169144,8921.75,-2.5,-0.25,MAX_HOLD,3.5,0.75,10.0,120
2017-06-05,NY,LONG,2017-06-05 16:29:00,8923.5,8922.75,8920.0,2.75,0.7142857142857143,169440,8923.5,0.0,0.0,BE,9.0,7.0,10.0,39
2017-06-06,LON,LONG,2017-06-06 10:16:00,8917.25,8916.5,8912.75,3.75,1.125,170458,8917.25,0.0,0.0,BE,2.5,5.75,10.0,116
2017-06-06,NY,LONG,2017-06-06 16:26:00,8913.75,8913.5,8909.25,4.25,0.5535714285714286,170722,8913.75,0.0,0.0,BE,1.5,5.0,10.0,10
2017-06-07,LON,SHORT,2017-06-07 10:01:00,8906.75,8908.5,8907.0,1.5,0.44642857142857145,171672,8906.75,0.0,0.0,BE,0.0,6.25,10.0,41
2017-06-07,NY,LONG,2017-06-07 16:01:00,8914.75,8914.5,8912.0,2.5,0.39285714285714285,172040,8914.75,0.0,0.0,BE,7.0,9.5,10.0,50
2017-06-08,LON,LONG,2017-06-08 10:10:00,8928.75,8927.75,8925.75,2.0,0.8214285714285714,172907,8927.5,-1.25,-0.125,MAX_HOLD,5.75,1.0,10.0,120
2017-06-08,NY,LONG,2017-06-08 16:24:00,8938.0,8937.5,8929.5,8.0,0.75,173128,8928.0,-10.0,-1.0,SL_INITIAL,12.0,0.5,10.0,9
2017-06-09,LON,LONG,2017-06-09 10:04:00,8928.75,8928.0,8924.25,3.75,0.9464285714285714,174121,8928.75,0.0,0.0,BE,0.5,7.5,10.0,45
2017-06-09,NY,SHORT,2017-06-09 16:06:00,8928.5,8932.25,8929.0,3.25,0.5357142857142857,174471,8928.5,0.0,0.0,BE,7.25,8.25,10.0,39
2017-06-12,LON,SHORT,2017-06-12 10:39:00,8745.0,8760.0,8745.25,14.75,1.0714285714285714,175524,8718.75,26.25,2.625,TRAIL_3.0R,3.25,32.0,10.0,70
2017-06-12,NY,SHORT,2017-06-12 16:31:00,8722.75,8747.0,8730.75,16.25,3.5714285714285716,175810,8720.25,2.5,0.25,TRAIL_2.0R,6.5,20.0,10.0,4
2017-06-13,LON,SHORT,2017-06-13 10:05:00,8766.5,8769.25,8767.5,1.75,0.6428571428571429,176879,8765.75,0.75,0.075,MAX_HOLD,6.0,2.75,10.0,120
2017-06-13,NY,LONG,2017-06-13 16:29:00,8777.25,8777.0,8771.25,5.75,0.8392857142857143,177169,8791.7,14.450000000000728,1.4450000000000727,TRAIL_2.0R,0.75,23.75,10.0,27
2017-06-14,LON,LONG,2017-06-14 10:05:00,8789.25,8789.0,8783.75,5.25,0.5714285714285714,178192,8797.5,8.25,0.825,MAX_HOLD,0.0,11.25,10.0,120
2017-06-14,NY,LONG,2017-06-14 16:29:00,8820.75,8817.75,8797.0,20.75,1.6607142857142858,178458,8810.75,-10.0,-1.0,SL_INITIAL,11.5,0.25,10.0,2
2017-06-15,LON,SHORT,2017-06-15 10:04:00,8734.75,8742.0,8735.25,6.75,1.1964285714285714,179460,8714.75,20.0,2.0,TRAIL_2.0R,0.5,26.75,10.0,33
2017-06-15,NY,LONG,2017-06-15 16:01:00,8715.25,8714.5,8700.0,14.5,1.6607142857142858,179801,8715.25,0.0,0.0,BE,1.75,5.5,10.0,17
2017-06-16,LON,LONG,2017-06-16 10:02:00,8758.25,8758.0,8753.5,4.5,0.7678571428571429,180887,8748.25,-10.0,-1.0,SL_INITIAL,10.0,1.5,10.0,109
2017-06-16,NY,SHORT,2017-06-16 16:01:00,8726.75,8746.25,8730.5,15.75,1.9107142857142858,181145,8736.75,-10.0,-1.0,SL_INITIAL,10.0,2.25,10.0,9
2017-06-19,LON,LONG,2017-06-19 10:02:00,8748.0,8747.75,8742.25,5.5,0.8928571428571429,182236,8755.0,7.0,0.7,MAX_HOLD,0.25,9.75,10.0,120
2017-06-19,NY,LONG,2017-06-19 16:09:00,8767.0,8766.75,8759.25,7.5,0.7857142857142857,182546,8798.75,31.75,3.175,TRAIL_3.0R,6.0,38.0,10.0,64
2017-06-20,LON,LONG,2017-06-20 10:24:00,8812.0,8811.0,8803.5,7.5,1.0892857142857142,183484,8812.0,0.0,0.0,BE,0.5,5.0,10.0,9
2017-06-20,NY,LONG,2017-06-20 16:22:00,8806.0,8805.25,8795.5,9.75,1.0178571428571428,183840,8796.0,-10.0,-1.0,SL_INITIAL,13.25,0.25,10.0,10
2017-06-21,LON,SHORT,2017-06-21 10:03:00,8751.75,8756.75,8752.5,4.25,0.875,184916,8745.0,6.75,0.675,MAX_HOLD,0.0,19.75,10.0,120
2017-06-21,NY,LONG,2017-06-21 16:01:00,8775.5,8774.0,8769.0,5.0,1.3035714285714286,185184,8775.5,0.0,0.0,BE,2.25,5.25,10.0,30
2017-06-22,LON,SHORT,2017-06-22 10:03:00,8836.5,8844.0,8838.25,5.75,1.5,186267,8821.75,14.75,1.475,MAX_HOLD,0.5,18.25,10.0,120
2017-06-22,NY,SHORT,2017-06-22 16:33:00,8820.75,8832.75,8822.0,10.75,2.0535714285714284,186607,8820.75,0.0,0.0,BE,3.75,17.0,10.0,70
2017-06-23,LON,LONG,2017-06-23 10:05:00,8829.0,8827.25,8823.25,4.0,1.3035714285714286,187563,8827.25,-1.75,-0.175,MAX_HOLD,3.25,4.5,10.0,120
2017-06-23,NY,LONG,2017-06-23 16:07:00,8819.0,8818.5,8813.25,5.25,0.7857142857142857,187829,8809.0,-10.0,-1.0,SL_INITIAL,12.5,1.5,10.0,29
2017-06-26,LON,LONG,2017-06-26 10:02:00,8859.0,8857.5,8854.25,3.25,0.7678571428571429,188797,8859.0,0.0,0.0,BE,0.25,8.0,10.0,54
2017-06-26,NY,LONG,2017-06-26 16:17:00,8875.5,8875.0,8870.25,4.75,1.2321428571428572,189151,8875.5,0.0,0.0,BE,6.0,9.5,10.0,34
2017-06-27,LON,SHORT,2017-06-27 10:05:00,8798.0,8808.25,8799.5,8.75,1.3035714285714286,190171,8784.75,13.25,1.325,TRAIL_2.0R,5.25,21.25,10.0,106
2017-06-27,NY,SHORT,2017-06-27 16:07:00,8782.25,8791.25,8783.5,7.75,1.2857142857142858,190449,8792.25,-10.0,-1.0,SL_INITIAL,10.0,0.5,10.0,23
2017-06-28,LON,SHORT,2017-06-28 10:20:00,8693.75,8709.0,8696.5,12.5,2.9642857142857144,191523,8672.75,21.0,2.1,TRAIL_2.0R,4.5,28.75,10.0,82
2017-06-28,NY,LONG,2017-06-28 16:03:00,8728.75,8727.75,8717.5,10.25,1.8214285714285714,191818,8718.75,-10.0,-1.0,SL_INITIAL,10.0,4.0,10.0,34
2017-06-29,LON,SHORT,2017-06-29 10:00:00,8800.0,8804.5,8800.25,4.25,1.0,192884,8790.0,10.0,1.0,MAX_HOLD,5.0,14.5,10.0,120
2017-06-29,NY,SHORT,2017-06-29 16:01:00,8758.75,8775.5,8760.25,15.25,2.2857142857142856,193174,8733.25,25.5,2.55,TRAIL_3.0R,9.5,34.5,10.0,49
2017-06-30,LON,SHORT,2017-06-30 10:02:00,8674.75,8684.75,8676.25,8.5,1.6071428571428572,194176,8674.75,0.0,0.0,BE,2.25,14.25,10.0,46
2017-06-30,NY,LONG,2017-06-30 16:29:00,8705.5,8694.25,8679.0,15.25,2.875,194520,8705.5,0.0,0.0,BE,3.0,7.25,10.0,3
2017-07-03,LON,LONG,2017-07-03 10:04:00,8705.0,8704.75,8701.5,3.25,0.75,195544,8705.0,0.0,0.0,BE,1.5,6.0,10.0,62
2017-07-03,NY,LONG,2017-07-03 16:00:00,8716.75,8716.25,8704.0,12.25,1.4642857142857142,195867,8716.75,0.0,0.0,BE,2.5,5.0,10.0,29
2017-07-04,LON,LONG,2017-07-04 10:28:00,8617.25,8615.75,8604.5,11.25,2.0357142857142856,196769,8643.25,26.0,2.6,MAX_HOLD,0.5,26.5,10.0,120
2017-07-05,LON,SHORT,2017-07-05 10:01:00,8612.0,8617.25,8612.5,4.75,1.3214285714285714,197792,8622.0,-10.0,-1.0,SL_INITIAL,10.75,4.75,10.0,39
2017-07-05,NY,LONG,2017-07-05 16:14:00,8646.75,8646.25,8637.5,8.75,1.5892857142857142,198141,8646.75,0.0,0.0,BE,1.0,5.25,10.0,15
2017-07-06,LON,LONG,2017-07-06 10:05:00,8681.5,8681.0,8676.5,4.5,1.25,199109,8671.5,-10.0,-1.0,SL_INITIAL,10.75,1.25,10.0,10
2017-07-06,NY,LONG,2017-07-06 16:32:00,8645.5,8645.0,8632.75,12.25,3.7857142857142856,199489,8645.5,0.0,0.0,BE,4.0,5.5,10.0,4
2017-07-07,LON,SHORT,2017-07-07 10:11:00,8635.75,8643.75,8637.25,6.5,1.4642857142857142,200525,8635.75,0.0,0.0,BE,1.5,11.25,10.0,69
2017-07-07,NY,LONG,2017-07-07 16:54:00,8670.75,8668.5,8639.75,28.75,4.053571428571429,200871,8670.75,0.0,0.0,BE,1.0,8.25,10.0,13
2017-07-10,LON,LONG,2017-07-10 10:02:00,8712.0,8711.5,8708.0,3.5,0.8571428571428571,201917,8709.75,-2.25,-0.225,MAX_HOLD,3.75,2.5,10.0,120
2017-07-10,NY,SHORT,2017-07-10 16:03:00,8690.5,8703.5,8691.5,12.0,1.125,202188,8700.5,-10.0,-1.0,SL_INITIAL,13.25,1.5,10.0,30
2017-07-11,LON,SHORT,2017-07-11 10:01:00,8729.0,8733.75,8729.25,4.5,0.8571428571428571,203264,8722.5,6.5,0.65,MAX_HOLD,6.5,8.0,10.0,120
2017-07-11,NY,SHORT,2017-07-11 16:01:00,8713.75,8719.0,8714.5,4.5,0.9821428571428571,203535,8723.75,-10.0,-1.0,SL_INITIAL,10.75,1.0,10.0,31
2017-07-12,LON,LONG,2017-07-12 10:18:00,8752.75,8752.5,8748.75,3.75,1.1428571428571428,204622,8752.0,-0.75,-0.075,MAX_HOLD,2.5,3.0,10.0,120
2017-07-12,NY,LONG,2017-07-12 16:09:00,8799.5,8799.25,8766.75,32.5,2.232142857142857,204877,8789.5,-10.0,-1.0,SL_INITIAL,10.75,3.25,10.0,25
2017-07-13,LON,LONG,2017-07-13 10:06:00,8833.0,8832.25,8829.25,3.0,0.7321428571428571,205891,8833.0,0.0,0.0,BE,0.75,6.25,10.0,59
2017-07-13,NY,SHORT,2017-07-13 16:11:00,8823.75,8832.75,8824.0,8.75,1.1964285714285714,206219,8823.75,0.0,0.0,BE,1.0,10.5,10.0,22
2017-07-14,LON,SHORT,2017-07-14 10:04:00,8824.5,8828.0,8825.0,3.0,0.6428571428571429,207266,8826.5,-2.0,-0.2,MAX_HOLD,6.0,3.75,10.0,120
2017-07-14,NY,LONG,2017-07-14 16:00:00,8858.0,8855.0,8834.5,20.5,2.4107142857142856,207510,8858.0,0.0,0.0,BE,2.75,5.75,10.0,12
2017-07-17,LON,LONG,2017-07-17 10:02:00,8885.0,8883.75,8881.25,2.5,0.5535714285714286,208597,8879.0,-6.0,-0.6,MAX_HOLD,6.25,3.25,10.0,120
2017-07-17,NY,SHORT,2017-07-17 16:06:00,8877.0,8885.0,8877.75,7.25,1.0714285714285714,208880,8887.0,-10.0,-1.0,SL_INITIAL,11.0,3.75,10.0,40
2017-07-18,LON,SHORT,2017-07-18 10:09:00,8883.25,8886.75,8884.5,2.25,1.0892857142857142,209913,8893.25,-10.0,-1.0,SL_INITIAL,10.5,3.0,10.0,89
2017-07-18,NY,SHORT,2017-07-18 16:00:00,8866.0,8879.25,8867.25,12.0,1.5357142857142858,210218,8866.0,0.0,0.0,BE,8.5,12.75,10.0,43
2017-07-19,LON,SHORT,2017-07-19 10:03:00,8931.5,8933.75,8932.0,1.75,0.5535714285714286,211284,8932.0,-0.5,-0.05,MAX_HOLD,2.25,3.5,10.0,120
2017-07-19,NY,LONG,2017-07-19 16:17:00,8935.75,8935.5,8930.0,5.5,0.8928571428571429,211570,8935.75,0.0,0.0,BE,6.5,10.5,10.0,33
2017-07-20,LON,SHORT,2017-07-20 10:03:00,8950.5,8956.25,8951.75,4.5,0.8571428571428571,212607,8948.75,1.75,0.175,MAX_HOLD,4.25,2.75,10.0,120
2017-07-20,NY,LONG,2017-07-20 16:13:00,8970.5,8969.0,8958.25,10.75,1.4821428571428572,212876,8960.5,-10.0,-1.0,SL_INITIAL,11.0,1.0,10.0,22
2017-07-21,LON,LONG,2017-07-21 10:03:00,8951.25,8950.5,8948.25,2.25,0.7321428571428571,213950,8960.0,8.75,0.875,MAX_HOLD,2.25,8.75,10.0,120
2017-07-21,NY,SHORT,2017-07-21 16:02:00,8939.5,8949.0,8941.0,8.0,2.4464285714285716,214219,8939.5,0.0,0.0,BE,2.5,12.5,10.0,31
2017-07-24,LON,LONG,2017-07-24 10:02:00,8944.5,8943.5,8941.0,2.5,0.75,215291,8944.0,-0.5,-0.05,MAX_HOLD,6.25,3.25,10.0,120
2017-07-24,NY,SHORT,2017-07-24 16:00:00,8951.25,8954.75,8951.5,3.25,0.6964285714285714,215649,8956.0,-4.75,-0.475,MAX_HOLD,8.5,2.75,10.0,120
2017-07-25,LON,LONG,2017-07-25 10:05:00,8962.5,8961.0,8958.0,3.0,0.8571428571428571,216617,8965.5,3.0,0.3,MAX_HOLD,2.0,4.75,10.0,120
2017-07-25,NY,SHORT,2017-07-25 16:24:00,8956.75,8973.0,8959.25,13.75,1.2678571428571428,216895,8956.75,0.0,0.0,BE,7.5,8.0,10.0,19
2017-07-26,LON,LONG,2017-07-26 10:06:00,8965.0,8963.75,8960.5,3.25,1.0178571428571428,217950,8966.5,1.5,0.15,MAX_HOLD,0.5,4.5,10.0,120
2017-07-26,NY,LONG,2017-07-26 16:01:00,8985.5,8985.25,8979.75,5.5,1.25,218214,8975.5,-10.0,-1.0,SL_INITIAL,10.25,0.25,10.0,30
2017-07-27,LON,SHORT,2017-07-27 10:02:00,9013.25,9017.5,9013.5,4.0,0.875,219307,9010.75,2.5,0.25,MAX_HOLD,3.75,3.25,10.0,120
2017-07-27,NY,SHORT,2017-07-27 16:36:00,9018.0,9026.5,9019.25,7.25,2.1607142857142856,219591,9018.0,0.0,0.0,BE,0.75,12.0,10.0,10
2017-07-28,LON,SHORT,2017-07-28 10:07:00,8895.5,8901.5,8895.75,5.75,1.5535714285714286,220674,8888.75,6.75,0.675,MAX_HOLD,3.5,7.5,10.0,120
2017-07-28,NY,LONG,2017-07-28 16:00:00,8914.0,8910.0,8894.0,16.0,1.6785714285714286,220939,8914.0,0.0,0.0,BE,9.25,6.0,10.0,32
2017-07-31,LON,LONG,2017-07-31 10:02:00,8947.25,8943.25,8940.0,3.25,1.0178571428571428,222006,8953.5,6.25,0.625,MAX_HOLD,1.25,19.25,10.0,120
2017-07-31,NY,SHORT,2017-07-31 16:26:00,8955.25,8961.5,8956.0,5.5,1.0357142857142858,222279,8965.25,-10.0,-1.0,SL_INITIAL,10.0,0.25,10.0,10
2017-08-01,LON,LONG,2017-08-01 10:03:00,8940.25,8939.5,8934.5,5.0,0.8928571428571429,223358,8946.25,6.0,0.6,MAX_HOLD,5.75,8.25,10.0,120
2017-08-01,NY,LONG,2017-08-01 16:02:00,8937.75,8935.5,8929.75,5.75,1.1428571428571428,223629,8927.75,-10.0,-1.0,SL_INITIAL,18.25,1.5,10.0,32
2017-08-02,LON,SHORT,2017-08-02 10:03:00,8973.0,8976.75,8973.75,3.0,1.0714285714285714,224712,8967.25,5.75,0.575,MAX_HOLD,0.0,10.0,10.0,120
2017-08-02,NY,SHORT,2017-08-02 16:32:00,8961.5,8968.75,8963.0,5.75,2.017857142857143,225002,8949.75,11.75,1.175,TRAIL_2.0R,4.5,22.5,10.0,21
2017-08-03,LON,SHORT,2017-08-03 10:00:00,8941.75,8945.5,8942.75,2.75,0.44642857142857145,225962,8941.75,0.0,0.0,BE,0.25,7.5,10.0,22
2017-08-03,NY,SHORT,2017-08-03 16:26:00,8949.0,8957.5,8949.25,8.25,1.1071428571428572,226341,8949.0,0.0,0.0,BE,4.25,14.75,10.0,15
2017-08-04,LON,SHORT,2017-08-04 10:11:00,8922.0,8926.25,8923.0,3.25,1.0892857142857142,227382,8929.25,-7.25,-0.725,MAX_HOLD,9.0,1.5,10.0,120
2017-08-04,NY,LONG,2017-08-04 16:46:00,8941.25,8939.5,8922.5,17.0,4.535714285714286,227666,8931.170634920634,-10.079365079365743,-1.000000000000066,SL_INITIAL,11.75,3.75,10.079365079365079,10
2017-08-07,LON,LONG,2017-08-07 10:04:00,8951.25,8950.75,8948.5,2.25,0.5714285714285714,228690,8941.75,-9.5,-0.95,MAX_HOLD,9.5,1.25,10.0,120
2017-08-07,NY,SHORT,2017-08-07 16:02:00,8938.5,8942.75,8938.75,4.0,0.6071428571428571,228965,8938.5,0.0,0.0,BE,6.0,5.0,10.0,37
2017-08-08,LON,LONG,2017-08-08 10:12:00,8966.0,8965.75,8963.25,2.5,0.8035714285714286,230014,8964.5,-1.5,-0.15,MAX_HOLD,2.5,3.0,10.0,120
2017-08-08,NY,SHORT,2017-08-08 16:36:00,8949.25,8959.75,8952.25,7.5,2.6964285714285716,230293,8959.25,-10.0,-1.0,SL_INITIAL,10.0,4.25,10.0,22
2017-08-09,LON,LONG,2017-08-09 10:00:00,8936.75,8936.5,8934.5,2.0,0.48214285714285715,231298,8926.75,-10.0,-1.0,SL_INITIAL,10.0,2.25,10.0,61
2017-08-09,NY,SHORT,2017-08-09 16:42:00,8904.0,8918.25,8905.0,13.25,5.053571428571429,231644,8904.0,0.0,0.0,BE,4.0,9.25,11.230158730158731,5
2017-08-10,LON,LONG,2017-08-10 10:00:00,8943.75,8943.25,8939.25,4.0,0.6964285714285714,232606,8933.75,-10.0,-1.0,SL_INITIAL,11.5,0.25,10.0,9
2017-08-10,NY,SHORT,2017-08-10 16:10:00,8915.0,8921.25,8915.5,5.75,1.3392857142857142,232989,8915.0,0.0,0.0,BE,3.0,5.75,10.0,22
2017-08-11,LON,SHORT,2017-08-11 10:04:00,8810.75,8817.75,8811.25,6.5,1.5,234086,8802.0,8.75,0.875,MAX_HOLD,9.0,16.75,10.0,120
2017-08-11,NY,LONG,2017-08-11 16:02:00,8830.75,8829.25,8809.25,20.0,2.7142857142857144,234351,8830.75,0.0,0.0,BE,4.5,6.25,10.0,27
2017-08-14,LON,SHORT,2017-08-14 10:02:00,8899.0,8903.5,8899.5,4.0,0.6071428571428571,235353,8909.0,-10.0,-1.0,SL_INITIAL,10.0,0.75,10.0,30
2017-08-14,NY,SHORT,2017-08-14 16:09:00,8903.0,8907.75,8903.25,4.5,1.2142857142857142,235710,8913.0,-10.0,-1.0,SL_INITIAL,10.0,0.5,10.0,20
2017-08-15,LON,LONG,2017-08-15 10:05:00,8964.5,8963.75,8957.75,6.0,1.4821428571428572,236728,8954.5,-10.0,-1.0,SL_INITIAL,10.25,0.0,10.0,45
2017-08-15,NY,SHORT,2017-08-15 16:32:00,8949.5,8963.75,8950.5,13.25,1.7142857142857142,237125,8936.25,13.25,1.325,TRAIL_2.0R,6.5,21.0,10.0,55
2017-08-16,LON,LONG,2017-08-16 10:00:00,8951.25,8951.0,8945.75,5.25,0.6071428571428571,238135,8964.25,13.0,1.3,MAX_HOLD,1.0,14.5,10.0,120
2017-08-16,NY,SHORT,2017-08-16 16:29:00,8957.0,8962.5,8957.5,5.0,0.9821428571428571,238473,8957.0,0.0,0.0,BE,4.5,16.5,10.0,69
2017-08-17,LON,SHORT,2017-08-17 10:02:00,8945.5,8950.0,8946.25,3.75,0.75,239393,8955.5,-10.0,-1.0,SL_INITIAL,10.0,1.5,10.0,26
2017-08-17,NY,LONG,2017-08-17 16:30:00,8932.25,8931.75,8924.0,7.75,1.1428571428571428,239765,8932.25,0.0,0.0,BE,7.5,5.0,10.0,10
2017-08-18,LON,SHORT,2017-08-18 10:01:00,8834.75,8848.5,8838.5,10.0,1.4285714285714286,240730,8834.75,0.0,0.0,BE,1.0,5.0,10.0,3
2017-08-18,NY,SHORT,2017-08-18 16:08:00,8851.75,8859.0,8852.0,7.0,1.375,241120,8839.3,12.450000000000728,1.2450000000000727,TRAIL_2.0R,0.25,20.75,10.0,26
2017-08-21,LON,SHORT,2017-08-21 10:03:00,8820.5,8825.5,8822.0,3.5,1.1607142857142858,242201,8818.0,2.5,0.25,MAX_HOLD,6.0,8.75,10.0,120
2017-08-21,NY,SHORT,2017-08-21 16:29:00,8830.0,8836.75,8830.25,6.5,1.2678571428571428,242476,8830.0,0.0,0.0,BE,3.25,11.5,10.0,9
2017-08-22,LON,LONG,2017-08-22 10:01:00,8858.75,8857.25,8854.25,3.0,0.9107142857142857,243464,8848.75,-10.0,-1.0,SL_INITIAL,10.5,2.5,10.0,36
2017-08-22,NY,SHORT,2017-08-22 16:04:00,8854.25,8860.75,8854.5,6.25,0.9285714285714286,243824,8864.25,-10.0,-1.0,SL_INITIAL,14.5,4.5,10.0,33
2017-08-23,LON,SHORT,2017-08-23 10:01:00,8901.5,8905.25,8902.25,3.0,0.625,244900,8901.5,0.0,0.0,MAX_HOLD,8.5,2.0,10.0,120
2017-08-23,NY,SHORT,2017-08-23 16:08:00,8883.0,8891.75,8883.5,8.25,1.4464285714285714,245171,8883.0,0.0,0.0,BE,1.0,8.5,10.0,24
2017-08-24,LON,LONG,2017-08-24 10:02:00,8888.25,8887.5,8875.5,12.0,1.4821428571428572,246254,8890.25,2.0,0.2,MAX_HOLD,9.75,4.25,10.0,120
2017-08-24,NY,LONG,2017-08-24 16:25:00,8904.0,8903.75,8899.0,4.75,0.6428571428571429,246531,8894.0,-10.0,-1.0,SL_INITIAL,10.0,3.25,10.0,15
2017-08-25,LON,SHORT,2017-08-25 10:27:00,8874.75,8879.5,8875.25,4.25,1.1964285714285714,247545,8874.75,0.0,0.0,BE,3.25,9.75,10.0,33
2017-08-25,NY,LONG,2017-08-25 16:02:00,8894.0,8893.75,8888.25,5.5,1.375,247881,8884.0,-10.0,-1.0,SL_INITIAL,10.5,1.5,10.0,35
2017-08-28,LON,SHORT,2017-08-28 10:19:00,8837.5,8847.75,8838.0,9.75,1.375,248903,8847.5,-10.0,-1.0,SL_INITIAL,12.5,3.25,10.0,45
2017-08-28,NY,LONG,2017-08-28 16:02:00,8873.25,8872.75,8866.25,6.5,0.9107142857142857,249236,8863.25,-10.0,-1.0,SL_INITIAL,10.5,3.25,10.0,37
2017-08-29,LON,SHORT,2017-08-29 10:00:00,8842.5,8852.75,8844.25,8.5,1.1785714285714286,250262,8823.0,19.5,1.95,TRAIL_2.0R,0.5,27.5,10.0,64
2017-08-29,NY,SHORT,2017-08-29 16:24:00,8824.75,8834.25,8825.5,8.75,1.3035714285714286,250590,8824.75,0.0,0.0,BE,5.25,5.5,10.0,8
2017-08-30,LON,SHORT,2017-08-30 10:05:00,8925.25,8932.0,8925.5,6.5,1.4642857142857142,251673,8913.0,12.25,1.225,MAX_HOLD,4.25,14.5,10.0,120
2017-08-30,NY,LONG,2017-08-30 16:38:00,8914.5,8913.0,8895.5,17.5,4.053571428571429,252047,8933.25,18.75,1.875,TRAIL_2.0R,1.5,26.0,10.0,101
2017-08-31,LON,LONG,2017-08-31 10:03:00,8981.0,8980.75,8976.0,4.75,1.0357142857142858,252956,8971.0,-10.0,-1.0,SL_INITIAL,10.0,1.5,10.0,53
