date,killzone,direction,entry_ts,entry_px,orh,orl,or_width,atr,exit_idx,exit_px,pts,r_mult,reason,mae,mfe,risk,bars_held
2015-01-02,LON,LONG,2015-01-02 10:02:00,7248.5,7248.25,7243.75,4.5,1.0,511,7238.5,-10.0,-1.0,SL_INITIAL,11.0,0.25,10.0,58
2015-01-02,NY,LONG,2015-01-02 16:07:00,7245.25,7244.25,7238.25,6.0,1.0,864,7245.25,0.0,0.0,BE,3.5,17.0,10.0,48
2015-01-05,LON,LONG,2015-01-05 10:07:00,7201.0,7200.75,7195.0,5.75,1.2857142857142858,1857,7201.0,0.0,0.0,BE,3.5,9.25,10.0,69
2015-01-05,NY,SHORT,2015-01-05 16:38:00,7181.0,7194.75,7184.75,10.0,3.017857142857143,2184,7191.0,-10.0,-1.0,SL_INITIAL,10.25,0.25,10.0,6
2015-01-06,LON,LONG,2015-01-06 10:01:00,7156.25,7155.5,7151.75,3.75,0.875,3149,7146.25,-10.0,-1.0,SL_INITIAL,11.75,0.25,10.0,38
2015-01-06,NY,LONG,2015-01-06 16:09:00,7153.5,7152.75,7147.5,5.25,1.5714285714285714,3502,7153.5,0.0,0.0,BE,4.5,6.75,10.0,23
2015-01-07,LON,SHORT,2015-01-07 10:16:00,7100.0,7106.25,7100.25,6.0,1.625,4568,7108.0,-8.0,-0.8,MAX_HOLD,8.5,3.0,10.0,120
2015-01-07,NY,SHORT,2015-01-07 16:32:00,7112.5,7122.75,7113.75,9.0,1.6964285714285714,4826,7112.5,0.0,0.0,BE,3.0,5.5,10.0,3
2015-01-08,LON,SHORT,2015-01-08 10:02:00,7169.25,7173.25,7169.75,3.5,0.8214285714285714,5893,7172.75,-3.5,-0.35,MAX_HOLD,7.0,2.75,10.0,120
2015-01-08,NY,LONG,2015-01-08 16:32:00,7178.75,7178.25,7171.25,7.0,1.7142857142857142,6218,7204.0,25.25,2.525,TRAIL_2.0R,4.75,30.5,10.0,57
2015-01-09,LON,LONG,2015-01-09 10:15:00,7220.5,7220.0,7216.0,4.0,1.1785714285714286,7193,7220.5,0.0,0.0,BE,1.75,6.25,10.0,94
2015-01-09,NY,SHORT,2015-01-09 17:28:00,7206.75,7242.0,7210.0,32.0,3.9107142857142856,7551,7195.05,11.699999999999818,1.1699999999999817,TRAIL_2.0R,2.75,20.25,10.0,21
2015-01-12,LON,LONG,2015-01-12 10:01:00,7197.25,7197.0,7193.25,3.75,0.6071428571428571,8428,7197.25,0.0,0.0,BE,1.5,14.25,10.0,78
2015-01-12,NY,LONG,2015-01-12 16:01:00,7201.75,7200.75,7194.75,6.0,1.3214285714285714,8743,7201.75,0.0,0.0,BE,2.75,6.25,10.0,33
2015-01-13,LON,SHORT,2015-01-13 10:01:00,7153.0,7159.0,7154.0,5.0,0.875,9661,7163.0,-10.0,-1.0,SL_INITIAL,10.5,2.75,10.0,17
2015-01-13,NY,LONG,2015-01-13 16:01:00,7183.0,7182.0,7173.0,9.0,1.4642857142857142,10056,7222.2,39.19999999999982,3.9199999999999817,TRAIL_4.0R,0.75,48.25,10.0,52
2015-01-14,LON,LONG,2015-01-14 10:06:00,7129.0,7127.5,7116.0,11.5,2.7142857142857144,11026,7129.0,0.0,0.0,BE,9.75,13.75,10.0,39
2015-01-14,NY,LONG,2015-01-14 16:36:00,7131.25,7124.0,7093.0,31.0,4.178571428571429,11380,7121.25,-10.0,-1.0,SL_INITIAL,13.25,0.25,10.0,3
2015-01-15,LON,LONG,2015-01-15 10:10:00,7172.25,7172.0,7157.0,15.0,2.3214285714285716,12315,7162.25,-10.0,-1.0,SL_INITIAL,10.0,0.5,10.0,8
2015-01-15,NY,SHORT,2015-01-15 16:38:00,7122.5,7149.5,7125.25,24.25,6.767857142857143,12725,7099.55,22.949999999999818,1.5259630606860037,TRAIL_2.0R,0.25,35.5,15.03968253968254,30
2015-01-16,LON,LONG,2015-01-16 10:10:00,7060.25,7060.0,7050.25,9.75,2.8035714285714284,13690,7060.25,0.0,0.0,BE,0.5,8.0,10.0,24
2015-01-16,NY,LONG,2015-01-16 16:33:00,7074.5,7069.5,7049.0,20.5,3.107142857142857,14063,7080.45,5.949999999999818,0.5949999999999818,TRAIL_2.0R,0.75,20.25,10.0,14
2015-01-19,LON,SHORT,2015-01-19 10:02:00,7111.5,7116.75,7113.0,3.75,1.0714285714285714,14996,7111.5,0.0,0.0,BE,3.0,5.5,10.0,20
2015-01-19,NY,LONG,2015-01-19 16:01:00,7125.0,7123.75,7116.25,7.5,1.3035714285714286,15448,7130.25,5.25,0.525,MAX_HOLD,0.75,13.0,10.0,120
2015-01-20,LON,LONG,2015-01-20 10:10:00,7146.5,7143.75,7136.75,7.0,1.8035714285714286,16129,7136.5,-10.0,-1.0,SL_INITIAL,11.25,1.25,10.0,46
2015-01-20,NY,SHORT,2015-01-20 16:01:00,7146.0,7153.25,7147.25,6.0,1.5,16459,7146.0,0.0,0.0,BE,1.5,7.5,10.0,26
2015-01-21,LON,LONG,2015-01-21 10:00:00,7155.25,7155.0,7149.0,6.0,1.0178571428571428,17444,7145.25,-10.0,-1.0,SL_INITIAL,11.5,3.5,10.0,47
2015-01-21,NY,SHORT,2015-01-21 16:18:00,7141.75,7152.5,7142.5,10.0,1.8035714285714286,17794,7141.75,0.0,0.0,BE,5.75,15.25,10.0,19
2015-01-22,LON,LONG,2015-01-22 10:00:00,7187.75,7187.25,7178.75,8.5,1.4642857142857142,18803,7181.5,-6.25,-0.625,MAX_HOLD,7.5,1.0,10.0,120
2015-01-22,NY,SHORT,2015-01-22 16:41:00,7167.75,7210.0,7176.0,34.0,7.267857142857143,19095,7167.75,0.0,0.0,BE,11.5,13.75,16.150793650793652,12
2015-01-23,LON,SHORT,2015-01-23 10:05:00,7250.5,7254.5,7251.5,3.0,1.1071428571428572,19987,7260.5,-10.0,-1.0,SL_INITIAL,11.5,1.5,10.0,22
2015-01-23,NY,SHORT,2015-01-23 16:01:00,7250.25,7262.0,7250.75,11.25,1.5892857142857142,20352,7250.25,0.0,0.0,BE,4.25,10.5,10.0,31
2015-01-26,LON,LONG,2015-01-26 10:06:00,7249.75,7249.5,7241.5,8.0,1.2321428571428572,21366,7249.75,0.0,0.0,BE,7.75,6.5,10.0,85
2015-01-26,NY,SHORT,2015-01-26 16:29:00,7257.0,7267.75,7257.25,10.5,1.2321428571428572,21687,7243.75,13.25,1.325,TRAIL_2.0R,1.25,21.5,10.0,23
2015-01-27,LON,SHORT,2015-01-27 10:00:00,7253.0,7255.75,7253.5,2.25,0.6785714285714286,22548,7253.0,0.0,0.0,BE,1.0,5.0,10.0,20
2015-01-27,NY,SHORT,2015-01-27 16:22:00,7191.0,7206.0,7191.5,14.5,2.0892857142857144,22927,7176.35,14.649999999999636,1.4649999999999637,TRAIL_2.0R,1.25,23.5,10.0,17
2015-01-28,LON,SHORT,2015-01-28 10:01:00,7213.0,7221.5,7214.75,6.75,1.1607142857142858,23901,7213.0,0.0,0.0,BE,5.75,5.5,10.0,26
2015-01-28,NY,LONG,2015-01-28 16:29:00,7215.5,7214.0,7206.75,7.25,1.4285714285714286,24268,7205.5,-10.0,-1.0,SL_INITIAL,10.75,3.0,10.0,5
2015-01-29,LON,LONG,2015-01-29 10:01:00,7125.75,7124.75,7117.5,7.25,1.4464285714285714,25235,7115.75,-10.0,-1.0,SL_INITIAL,11.0,0.25,10.0,33
2015-01-29,NY,SHORT,2015-01-29 16:33:00,7110.5,7125.25,7112.75,12.5,3.625,25594,7120.5,-10.0,-1.0,SL_INITIAL,12.5,0.5,10.0,1
2015-01-30,LON,SHORT,2015-01-30 10:00:00,7180.0,7185.25,7181.5,3.75,0.9464285714285714,26517,7180.0,0.0,0.0,BE,0.25,7.25,10.0,6
2015-01-30,NY,LONG,2015-01-30 16:10:00,7160.25,7159.25,7146.75,12.5,2.0357142857142856,26909,7180.15,19.899999999999636,1.9899999999999636,TRAIL_2.0R,4.0,27.5,10.0,28
2015-02-02,LON,SHORT,2015-02-02 10:06:00,7136.75,7144.25,7137.0,7.25,1.7857142857142858,27900,7136.75,0.0,0.0,BE,8.25,10.0,10.0,87
2015-02-02,NY,LONG,2015-02-02 16:08:00,7141.5,7139.5,7129.25,10.25,2.517857142857143,28200,7141.5,0.0,0.0,BE,4.5,6.25,10.0,25
2015-02-03,LON,LONG,2015-02-03 10:06:00,7172.0,7170.0,7165.25,4.75,1.75,29234,7172.0,0.0,0.0,BE,3.5,17.5,10.0,102
2015-02-03,NY,LONG,2015-02-03 16:09:00,7186.75,7186.0,7175.5,10.5,2.125,29549,7186.75,0.0,0.0,BE,7.5,14.75,10.0,54
2015-02-04,LON,LONG,2015-02-04 10:00:00,7200.5,7200.0,7196.0,4.0,0.625,30529,7190.5,-10.0,-1.0,SL_INITIAL,10.0,3.5,10.0,112
2015-02-04,NY,SHORT,2015-02-04 16:07:00,7189.0,7195.25,7189.25,6.0,1.1428571428571428,30811,7199.0,-10.0,-1.0,SL_INITIAL,10.75,4.75,10.0,27
2015-02-05,LON,LONG,2015-02-05 10:29:00,7199.5,7199.0,7181.25,17.75,2.0,31878,7212.25,12.75,1.275,MAX_HOLD,9.0,15.0,10.0,120
2015-02-05,NY,SHORT,2015-02-05 16:18:00,7211.25,7221.5,7211.75,9.75,1.25,32123,7211.25,0.0,0.0,BE,7.25,8.0,10.0,16
2015-02-06,NY,SHORT,2015-02-06 16:36:00,7236.25,7253.0,7238.0,15.0,3.607142857142857,33389,7236.25,0.0,0.0,BE,8.5,9.0,10.0,17
2015-02-09,LON,SHORT,2015-02-09 10:14:00,7204.75,7208.75,7205.0,3.75,1.6785714285714286,34399,7194.0,10.75,1.075,MAX_HOLD,0.5,12.75,10.0,120
2015-02-09,NY,LONG,2015-02-09 16:31:00,7200.75,7199.0,7191.0,8.0,1.4821428571428572,34660,7200.75,0.0,0.0,BE,0.75,8.0,10.0,4
2015-02-10,LON,SHORT,2015-02-10 10:00:00,7209.25,7215.0,7209.75,5.25,0.5714285714285714,35601,7209.25,0.0,0.0,BE,5.25,8.75,10.0,115
2015-02-10,NY,SHORT,2015-02-10 16:31:00,7223.0,7233.5,7224.5,9.0,1.3928571428571428,35895,7233.0,-10.0,-1.0,SL_INITIAL,12.0,4.0,10.0,18
2015-02-11,LON,SHORT,2015-02-11 10:06:00,7261.75,7266.75,7262.75,4.0,0.75,36833,7266.25,-4.5,-0.45,MAX_HOLD,6.75,0.5,10.0,120
2015-02-11,NY,LONG,2015-02-11 16:24:00,7269.0,7268.75,7264.5,4.25,0.8214285714285714,37208,7284.5,15.5,1.55,MAX_HOLD,0.75,20.75,10.0,120
2015-02-12,LON,LONG,2015-02-12 10:01:00,7288.0,7287.75,7284.5,3.25,0.5,38042,7288.0,0.0,0.0,BE,2.0,6.75,10.0,19
2015-02-12,NY,LONG,2015-02-12 16:29:00,7312.5,7311.75,7305.5,6.25,1.6607142857142858,38467,7312.5,0.0,0.0,BE,8.0,8.0,10.0,56
2015-02-13,LON,LONG,2015-02-13 10:05:00,7340.25,7340.0,7336.0,4.0,0.8928571428571429,39416,7347.0,6.75,0.675,MAX_HOLD,3.0,11.25,10.0,120
2015-02-13,NY,SHORT,2015-02-13 16:22:00,7343.75,7348.5,7344.5,4.0,0.9107142857142857,39733,7343.75,0.0,0.0,BE,9.75,6.25,10.0,63
2015-02-16,LON,LONG,2015-02-16 10:31:00,7366.75,7366.25,7362.25,4.0,0.9821428571428571,40670,7366.75,0.0,0.0,MAX_HOLD,3.75,1.25,10.0,120
2015-02-16,NY,LONG,2015-02-16 17:09:00,7371.5,7371.25,7367.5,3.75,0.5357142857142857,41031,7371.5,0.0,0.0,BE,2.75,6.5,10.0,107
2015-02-17,LON,LONG,2015-02-17 10:01:00,7362.0,7361.75,7361.0,0.75,0.32142857142857145,41653,7366.75,4.75,0.475,MAX_HOLD,7.5,7.0,10.0,120
2015-02-17,NY,LONG,2015-02-17 16:09:00,7372.0,7371.75,7366.75,5.0,0.7678571428571429,41927,7362.0,-10.0,-1.0,SL_INITIAL,10.75,0.5,10.0,27
2015-02-18,LON,SHORT,2015-02-18 10:03:00,7375.0,7380.0,7375.75,4.25,0.6428571428571429,42826,7374.25,0.75,0.075,MAX_HOLD,4.0,1.0,10.0,120
2015-02-18,NY,SHORT,2015-02-18 16:02:00,7367.75,7371.25,7368.0,3.25,0.75,43178,7373.75,-6.0,-0.6,MAX_HOLD,8.25,4.5,10.0,120
2015-02-19,LON,SHORT,2015-02-19 10:17:00,7369.25,7376.75,7370.25,6.5,0.8571428571428571,43977,7376.0,-6.75,-0.675,MAX_HOLD,9.25,3.75,10.0,120
2015-02-19,NY,SHORT,2015-02-19 16:06:00,7376.75,7381.75,7377.0,4.75,1.0178571428571428,44249,7386.75,-10.0,-1.0,SL_INITIAL,10.0,2.0,10.0,44
2015-02-20,LON,LONG,2015-02-20 10:06:00,7403.5,7402.5,7400.75,1.75,0.5,45108,7404.5,1.0,0.1,MAX_HOLD,3.25,1.75,10.0,120
2015-02-20,NY,LONG,2015-02-20 16:33:00,7402.75,7402.5,7395.75,6.75,1.5714285714285714,45380,7392.75,-10.0,-1.0,SL_INITIAL,17.0,1.25,10.0,8
2015-02-23,LON,SHORT,2015-02-23 10:07:00,7428.0,7430.0,7428.25,1.75,0.5892857142857143,46258,7426.5,1.5,0.15,MAX_HOLD,0.75,4.25,10.0,120
2015-02-23,NY,LONG,2015-02-23 16:20:00,7430.25,7430.0,7427.0,3.0,0.5178571428571429,46570,7420.25,-10.0,-1.0,SL_INITIAL,10.5,3.0,10.0,62
2015-02-24,LON,LONG,2015-02-24 10:05:00,7437.5,7437.25,7436.25,1.0,0.4107142857142857,47398,7434.0,-3.5,-0.35,MAX_HOLD,5.25,0.5,10.0,120
2015-02-24,NY,SHORT,2015-02-24 16:13:00,7430.25,7433.5,7430.5,3.0,0.5892857142857143,47680,7430.25,0.0,0.0,BE,2.5,9.25,10.0,36
2015-02-25,LON,LONG,2015-02-25 10:04:00,7437.0,7436.0,7433.75,2.25,0.42857142857142855,48587,7433.75,-3.25,-0.325,MAX_HOLD,5.5,2.0,10.0,120
2015-02-25,NY,SHORT,2015-02-25 16:34:00,7428.25,7434.25,7430.75,3.5,1.1785714285714286,48884,7438.25,-10.0,-1.0,SL_INITIAL,10.25,0.75,10.0,36
2015-02-26,LON,LONG,2015-02-26 10:23:00,7432.75,7431.75,7427.25,4.5,0.8214285714285714,49781,7432.75,0.0,0.0,MAX_HOLD,3.0,3.75,10.0,120
2015-02-26,NY,SHORT,2015-02-26 16:35:00,7426.0,7433.5,7427.5,6.0,2.107142857142857,50031,7436.0,-10.0,-1.0,SL_INITIAL,10.0,0.0,10.0,3
2015-02-27,LON,LONG,2015-02-27 10:04:00,7448.25,7447.75,7445.75,2.0,0.5535714285714286,50981,7444.5,-3.75,-0.375,MAX_HOLD,7.25,0.25,10.0,120
2015-02-27,NY,LONG,2015-02-27 16:29:00,7448.75,7448.5,7445.25,3.25,0.6785714285714286,51260,7438.75,-10.0,-1.0,SL_INITIAL,11.5,3.5,10.0,17
2015-03-02,LON,LONG,2015-03-02 10:02:00,7439.5,7438.75,7437.0,1.75,0.625,52097,7439.5,0.0,0.0,BE,0.25,8.0,10.0,61
2015-03-02,NY,LONG,2015-03-02 16:10:00,7439.5,7439.25,7436.5,2.75,0.6607142857142857,52496,7458.25,18.75,1.875,TRAIL_2.0R,1.5,26.75,10.0,96
2015-03-03,LON,LONG,2015-03-03 10:01:00,7464.75,7464.25,7462.5,1.75,0.375,53334,7464.0,-0.75,-0.075,MAX_HOLD,2.5,0.75,10.0,120
2015-03-03,NY,SHORT,2015-03-03 16:13:00,7455.75,7458.5,7456.25,2.25,0.5714285714285714,53696,7435.5,20.25,2.025,MAX_HOLD,6.25,21.75,10.0,120
2015-03-04,LON,SHORT,2015-03-04 10:01:00,7443.5,7445.25,7443.75,1.5,0.3392857142857143,54485,7437.5,6.0,0.6,MAX_HOLD,1.25,11.0,10.0,120
2015-03-04,NY,SHORT,2015-03-04 16:06:00,7433.75,7437.5,7434.25,3.25,0.9464285714285714,54771,7419.5,14.25,1.425,TRAIL_2.0R,3.5,21.0,10.0,43
2015-03-05,LON,LONG,2015-03-05 10:01:00,7437.5,7437.25,7435.5,1.75,0.5357142857142857,55649,7434.25,-3.25,-0.325,MAX_HOLD,4.0,3.0,10.0,120
2015-03-05,NY,SHORT,2015-03-05 16:37:00,7439.25,7448.25,7439.75,8.5,2.4285714285714284,55935,7449.25,-10.0,-1.0,SL_INITIAL,10.25,0.75,10.0,14
2015-03-06,LON,LONG,2015-03-06 10:11:00,7442.5,7442.0,7439.0,3.0,0.8392857142857143,56793,7440.0,-2.5,-0.25,MAX_HOLD,4.75,0.75,10.0,120
2015-03-06,NY,SHORT,2015-03-06 16:26:00,7430.75,7450.0,7431.75,18.25,1.8392857142857142,57067,7430.75,0.0,0.0,BE,6.5,7.25,10.0,29
2015-03-09,LON,SHORT,2015-03-09 10:02:00,7389.75,7393.5,7390.75,2.75,0.5357142857142857,58070,7388.25,1.5,0.15,MAX_HOLD,2.0,4.0,10.0,120
2015-03-10,LON,LONG,2015-03-10 10:05:00,7397.75,7397.0,7394.25,2.75,0.6071428571428571,59186,7387.75,-10.0,-1.0,SL_INITIAL,10.0,1.5,10.0,54
2015-03-10,NY,SHORT,2015-03-10 16:15:00,7347.75,7372.75,7348.25,24.5,3.75,59552,7347.75,0.0,0.0,BE,0.25,17.0,10.0,50
2015-03-11,LON,SHORT,2015-03-11 10:08:00,7324.25,7328.75,7324.75,4.0,0.875,60487,7334.25,-10.0,-1.0,SL_INITIAL,10.25,1.0,10.0,53
2015-03-11,NY,LONG,2015-03-11 16:07:00,7331.25,7328.75,7312.75,16.0,3.1964285714285716,60802,7321.25,-10.0,-1.0,SL_INITIAL,10.5,0.75,10.0,10
2015-03-12,NY,LONG,2015-03-12 17:20:00,7320.5,7320.0,7289.5,30.5,1.7142857142857142,61772,7318.5,-2.0,-0.2,MAX_HOLD,9.5,3.0,10.0,120
2015-03-13,LON,LONG,2015-03-13 10:01:00,7326.75,7325.75,7322.75,3.0,0.6071428571428571,62509,7326.75,0.0,0.0,MAX_HOLD,2.5,3.5,10.0,120
2015-03-13,NY,SHORT,2015-03-13 16:11:00,7311.5,7337.0,7312.25,24.75,3.6964285714285716,62777,7311.5,0.0,0.0,BE,9.75,6.0,10.0,22
2015-03-16,LON,SHORT,2015-03-16 10:16:00,7302.75,7306.5,7303.25,3.25,0.8214285714285714,63682,7312.75,-10.0,-1.0,SL_INITIAL,12.0,2.0,10.0,44
2015-03-16,NY,LONG,2015-03-16 16:02:00,7339.25,7337.75,7314.5,23.25,3.4285714285714284,63997,7339.25,0.0,0.0,BE,3.75,6.75,10.0,14
2015-03-17,LON,LONG,2015-03-17 10:01:00,7353.5,7353.25,7347.25,6.0,0.75,64967,7343.5,-10.0,-1.0,SL_INITIAL,10.25,2.25,10.0,111
2015-03-17,NY,SHORT,2015-03-17 17:07:00,7340.25,7356.25,7341.5,14.75,2.267857142857143,65332,7350.25,-10.0,-1.0,SL_INITIAL,10.75,3.25,10.0,52
2015-03-18,LON,LONG,2015-03-18 10:06:00,7371.25,7370.25,7368.75,1.5,0.6964285714285714,66140,7365.25,-6.0,-0.6,MAX_HOLD,6.25,2.5,10.0,120
2015-03-18,NY,LONG,2015-03-18 16:52:00,7356.25,7356.0,7342.25,13.75,2.0892857142857144,66506,7346.25,-10.0,-1.0,SL_INITIAL,10.25,2.75,10.0,80
2015-03-19,LON,LONG,2015-03-19 10:04:00,7426.75,7426.5,7422.75,3.75,1.1071428571428572,67323,7416.75,-10.0,-1.0,SL_INITIAL,11.25,1.5,10.0,23
2015-03-19,NY,LONG,2015-03-19 16:16:00,7423.25,7423.0,7408.25,14.75,2.1607142857142856,67759,7413.25,-10.0,-1.0,SL_INITIAL,10.25,4.5,10.0,87
2015-03-20,LON,LONG,2015-03-20 10:01:00,7427.5,7426.75,7424.5,2.25,0.44642857142857145,68583,7427.5,0.0,0.0,BE,1.0,5.25,10.0,45
2015-03-20,NY,LONG,2015-03-20 16:37:00,7455.0,7454.75,7443.5,11.25,2.1785714285714284,69012,7455.0,0.0,0.0,BE,9.75,6.5,10.0,79
2015-03-23,LON,SHORT,2015-03-23 10:01:00,7445.75,7448.75,7446.75,2.0,0.5892857142857143,69878,7437.75,8.0,0.8,MAX_HOLD,0.0,9.5,10.0,120
2015-03-23,NY,LONG,2015-03-23 16:14:00,7449.75,7448.5,7435.75,12.75,2.5892857142857144,70223,7439.75,-10.0,-1.0,SL_INITIAL,10.75,3.25,10.0,92
2015-03-24,LON,SHORT,2015-03-24 10:01:00,7429.0,7433.75,7429.5,4.25,0.7857142857142857,71043,7439.0,-10.0,-1.0,SL_INITIAL,10.0,2.5,10.0,31
2015-03-24,NY,LONG,2015-03-24 16:01:00,7441.75,7440.75,7427.25,13.5,2.0,71382,7441.75,0.0,0.0,BE,0.5,5.5,10.0,10
2015-03-25,LON,LONG,2015-03-25 10:08:00,7425.5,7425.25,7422.25,3.0,1.0,72377,7432.5,7.0,0.7,MAX_HOLD,1.5,7.0,10.0,120
2015-03-25,NY,SHORT,2015-03-25 17:17:00,7391.75,7431.25,7392.75,38.5,2.3214285714285716,72716,7360.75,31.0,3.1,TRAIL_3.0R,0.25,37.0,10.0,31
2015-03-26,LON,SHORT,2015-03-26 10:01:00,7292.5,7302.0,7293.0,9.0,1.1964285714285714,73594,7292.5,0.0,0.0,BE,2.0,6.5,10.0,21
2015-03-27,LON,LONG,2015-03-27 10:01:00,7311.25,7310.5,7306.25,4.25,0.7321428571428571,74940,7301.25,-10.0,-1.0,SL_INITIAL,10.0,2.75,10.0,71
2015-03-27,NY,LONG,2015-03-27 16:05:00,7321.75,7320.25,7298.25,22.0,3.767857142857143,75240,7311.75,-10.0,-1.0,SL_INITIAL,13.25,1.0,10.0,7
2015-03-30,LON,LONG,2015-03-30 10:02:00,7336.75,7336.5,7332.5,4.0,0.5357142857142857,76247,7358.75,22.0,2.2,MAX_HOLD,0.5,26.0,10.0,120
2015-03-30,NY,SHORT,2015-03-30 16:30:00,7345.0,7351.0,7346.25,4.75,0.9107142857142857,76515,7355.0,-10.0,-1.0,SL_INITIAL,10.75,0.25,10.0,2
2015-03-31,LON,LONG,2015-03-31 10:07:00,7362.5,7362.25,7360.0,2.25,0.6785714285714286,77519,7362.5,0.0,0.0,BE,0.25,6.0,10.0,95
2015-03-31,NY,LONG,2015-03-31 16:29:00,7356.5,7355.25,7347.25,8.0,1.0178571428571428,77822,7346.5,-10.0,-1.0,SL_INITIAL,11.75,3.25,10.0,16
2015-04-01,LON,SHORT,2015-04-01 10:05:00,7296.5,7302.75,7297.25,5.5,1.125,78806,7306.5,-10.0,-1.0,SL_INITIAL,10.0,3.0,10.0,49
2015-04-01,NY,LONG,2015-04-01 16:17:00,7319.5,7319.0,7308.75,10.25,1.2142857142857142,79148,7309.5,-10.0,-1.0,SL_INITIAL,11.5,3.75,10.0,19
2015-04-02,LON,SHORT,2015-04-02 10:06:00,7289.5,7296.0,7291.75,4.25,1.0178571428571428,80176,7289.5,0.0,0.0,BE,6.5,5.75,10.0,104
2015-04-02,NY,LONG,2015-04-02 16:29:00,7304.75,7304.5,7295.75,8.75,0.75,80455,7294.75,-10.0,-1.0,SL_INITIAL,10.25,0.5,10.0,3
2015-04-03,LON,LONG,2015-04-03 10:52:00,7305.5,7305.25,7304.5,0.75,0.21428571428571427,81327,7307.0,1.5,0.15,MAX_HOLD,1.5,3.5,10.0,120
2015-04-03,NY,SHORT,2015-04-03 16:03:00,7269.5,7307.75,7270.25,37.5,2.982142857142857,81413,7269.5,0.0,0.0,BE,0.25,12.25,10.0,15
2015-04-06,LON,SHORT,2015-04-06 10:06:00,7266.0,7272.5,7266.5,6.0,0.5714285714285714,81966,7268.75,-2.75,-0.275,MAX_HOLD,5.25,1.75,10.0,120
2015-04-06,NY,LONG,2015-04-06 16:09:00,7276.75,7276.25,7272.25,4.0,0.6964285714285714,82195,7306.5,29.75,2.975,TRAIL_3.0R,6.25,37.75,10.0,44
2015-04-07,LON,SHORT,2015-04-07 10:02:00,7340.0,7343.0,7341.25,1.75,0.4642857142857143,83030,7350.0,-10.0,-1.0,SL_INITIAL,11.5,1.75,10.0,30
2015-04-07,NY,SHORT,2015-04-07 16:01:00,7338.75,7344.0,7339.25,4.75,0.8928571428571429,83392,7348.75,-10.0,-1.0,SL_INITIAL,13.25,4.75,10.0,34
2015-04-08,LON,SHORT,2015-04-08 10:13:00,7330.25,7336.5,7331.0,5.5,1.4464285714285714,84307,7330.25,0.0,0.0,BE,3.0,5.0,10.0,13
2015-04-08,NY,LONG,2015-04-08 16:06:00,7336.0,7335.5,7332.25,3.25,0.9107142857142857,84705,7356.75,20.75,2.075,TRAIL_2.0R,4.5,29.25,10.0,58
2015-04-09,LON,LONG,2015-04-09 10:01:00,7368.75,7368.5,7366.25,2.25,0.35714285714285715,85542,7358.75,-10.0,-1.0,SL_INITIAL,10.75,1.0,10.0,53
2015-04-09,NY,SHORT,2015-04-09 16:02:00,7361.75,7372.75,7365.0,7.75,1.5,85881,7371.75,-10.0,-1.0,SL_INITIAL,16.0,1.0,10.0,31
2015-04-10,LON,SHORT,2015-04-10 10:16:00,7392.0,7397.25,7392.5,4.75,1.0892857142857142,86666,7390.25,1.75,0.175,MAX_HOLD,2.0,3.5,10.0,120
2015-04-10,NY,SHORT,2015-04-10 16:11:00,7392.25,7395.5,7392.5,3.0,0.6964285714285714,86935,7392.25,0.0,0.0,BE,4.25,11.25,10.0,41
2015-04-13,LON,SHORT,2015-04-13 10:01:00,7406.75,7409.25,7407.0,2.25,0.4642857142857143,87852,7406.75,0.0,0.0,BE,2.25,5.25,10.0,119
2015-04-13,NY,LONG,2015-04-13 16:06:00,7410.25,7410.0,7406.25,3.75,0.7678571428571429,88196,7428.75,18.5,1.85,TRAIL_2.0R,0.5,26.5,10.0,105
2015-04-14,LON,LONG,2015-04-14 10:02:00,7409.0,7408.75,7405.0,3.75,0.6071428571428571,89033,7399.0,-10.0,-1.0,SL_INITIAL,10.25,0.75,10.0,111
2015-04-14,NY,SHORT,2015-04-14 16:11:00,7390.75,7401.5,7391.5,10.0,1.4285714285714286,89310,7400.75,-10.0,-1.0,SL_INITIAL,11.5,0.75,10.0,20
2015-04-15,LON,SHORT,2015-04-15 10:01:00,7385.0,7389.25,7385.75,3.5,0.5357142857142857,90204,7395.0,-10.0,-1.0,SL_INITIAL,14.75,1.0,10.0,85
2015-04-15,NY,LONG,2015-04-15 16:06:00,7405.25,7404.0,7399.75,4.25,1.0714285714285714,90514,7395.25,-10.0,-1.0,SL_INITIAL,11.25,1.25,10.0,30
2015-04-16,LON,SHORT,2015-04-16 10:05:00,7417.75,7421.0,7419.0,2.0,0.7678571428571429,91440,7417.25,0.5,0.05,MAX_HOLD,1.5,3.5,10.0,120
2015-04-16,NY,LONG,2015-04-16 16:10:00,7402.25,7402.0,7396.75,5.25,0.9285714285714286,91707,7402.25,0.0,0.0,BE,3.0,5.75,10.0,23
2015-04-17,LON,LONG,2015-04-17 10:13:00,7407.75,7407.5,7404.0,3.5,0.9285714285714286,92656,7402.0,-5.75,-0.575,MAX_HOLD,8.25,2.5,10.0,120
2015-04-17,NY,SHORT,2015-04-17 16:01:00,7372.0,7380.75,7373.0,7.75,1.25,92916,7372.0,0.0,0.0,BE,3.5,10.5,10.0,33
2015-04-20,LON,LONG,2015-04-20 10:02:00,7356.25,7355.25,7350.75,4.5,0.75,93967,7361.75,5.5,0.55,MAX_HOLD,1.0,15.75,10.0,120
