date,session,direction,entry_ts,entry_px,proba,atr,exit_px,pts,r_mult,reason,mae,mfe,risk,bars_held,pnl_usd
2020-11-26,LON,LONG,2020-11-26 08:00:00,15042.5,0.7876,1.91,15034.5,-8.0,-1.0,SL_INITIAL,14.75,0.75,8.0,5,-160.0
2020-11-26,NY,SHORT,2020-11-26 16:31:00,15044.5,0.7933,2.23,15038.75,5.75,0.719,WIN_SMALL,4.5,12.25,8.0,29,115.0
2020-11-27,LON,SHORT,2020-11-27 08:01:00,15025.75,0.7893,3.23,15033.75,-8.0,-1.0,SL_INITIAL,9.0,1.25,8.0,12,-160.0
2020-11-27,NY,SHORT,2020-11-27 16:31:00,15065.5,0.7933,3.52,15065.5,0.0,0.0,BE,8.5,7.25,8.0,1,0.0
2020-11-30,LON,LONG,2020-11-30 08:17:00,15054.5,0.7897,5.5,15054.5,0.0,0.0,BE,0.25,4.75,8.0,1,0.0
2020-12-01,LON,LONG,2020-12-01 08:00:00,15224.5,0.7878,1.88,15216.5,-8.0,-1.0,SL_INITIAL,8.0,3.75,8.0,17,-160.0
2020-12-01,NY,LONG,2020-12-01 16:35:00,15188.75,0.7937,6.66,15180.75,-8.0,-1.0,SL_INITIAL,10.75,3.75,8.0,2,-160.0
2020-12-02,LON,LONG,2020-12-02 08:00:00,15266.0,0.7897,3.7,15279.71,13.71,1.713,WIN_SMALL,0.0,19.25,8.0,21,274.20000000000005
2020-12-02,NY,LONG,2020-12-02 14:31:00,15255.5,0.7922,2.8,15247.5,-8.0,-1.0,SL_INITIAL,9.5,3.25,8.0,10,-160.0
2020-12-03,LON,LONG,2020-12-03 08:00:00,15318.25,0.7876,1.96,15318.25,0.0,0.0,BE,1.75,4.25,8.0,1,0.0
2020-12-03,NY,SHORT,2020-12-03 15:41:00,15312.25,0.7932,3.59,15312.25,0.0,0.0,BE,1.0,5.25,8.0,1,0.0
2020-12-04,LON,SHORT,2020-12-04 10:03:00,15357.75,0.7911,3.79,15357.75,0.0,0.0,BE,3.0,4.25,8.0,5,0.0
2020-12-04,NY,LONG,2020-12-04 15:31:00,15335.25,0.7933,3.86,15335.25,0.0,0.0,BE,1.0,6.0,8.0,1,0.0
2020-12-07,LON,LONG,2020-12-07 08:00:00,15357.25,0.7897,1.79,15357.25,0.0,0.0,BE,2.0,10.75,8.0,35,0.0
2020-12-07,NY,LONG,2020-12-07 14:00:00,15364.25,0.792,2.36,15364.25,0.0,0.0,BE,4.25,6.25,8.0,21,0.0
2020-12-08,LON,SHORT,2020-12-08 08:00:00,15421.0,0.7878,1.18,15404.77,16.23,2.029,TRAIL_2.0R,7.75,18.0,8.0,72,324.6
2020-12-08,NY,SHORT,2020-12-08 14:00:00,15376.25,0.7917,5.3,15384.25,-8.0,-1.0,SL_INITIAL,9.25,0.0,8.0,1,-160.0
2020-12-09,LON,LONG,2020-12-09 08:00:00,15490.75,0.7878,1.09,15490.75,0.0,0.0,BE,1.0,6.5,8.0,40,0.0
2020-12-09,NY,SHORT,2020-12-09 16:53:00,15477.5,0.7932,7.8,15477.5,0.0,0.0,BE,4.0,4.75,8.0,2,0.0
2020-12-10,LON,SHORT,2020-12-10 08:00:00,15167.75,0.7894,2.45,15167.75,0.0,0.0,BE,0.75,13.5,8.0,21,0.0
2020-12-10,NY,LONG,2020-12-10 14:22:00,15161.25,0.7922,4.54,15153.25,-8.0,-1.0,SL_INITIAL,10.5,2.75,8.0,2,-160.0
2020-12-11,LON,SHORT,2020-12-11 08:00:00,15209.75,0.788,2.12,15209.75,0.0,0.0,BE,3.75,10.0,8.0,23,0.0
2020-12-14,LON,LONG,2020-12-14 08:00:00,15236.0,0.7894,2.46,15250.3,14.3,1.788,WIN_SMALL,1.75,18.0,8.0,65,286.0
2020-12-14,NY,LONG,2020-12-14 14:00:00,15290.5,0.7922,2.71,15290.5,0.0,0.0,BE,4.75,7.5,8.0,64,0.0
2020-12-15,LON,SHORT,2020-12-15 08:00:00,15311.5,0.7893,2.79,15311.5,0.0,0.0,BE,1.0,8.25,8.0,5,0.0
2020-12-15,NY,SHORT,2020-12-15 15:28:00,15393.5,0.7932,2.89,15401.5,-8.0,-1.0,SL_INITIAL,8.5,3.5,8.0,15,-160.0
2020-12-16,LON,LONG,2020-12-16 08:00:00,15461.0,0.7878,1.21,15461.0,0.0,0.0,BE,5.75,6.75,8.0,62,0.0
2020-12-16,NY,SHORT,2020-12-16 14:01:00,15469.5,0.7917,1.71,15469.5,0.0,0.0,BE,0.0,7.0,8.0,5,0.0
2020-12-17,LON,LONG,2020-12-17 08:00:00,15556.0,0.7878,1.36,15570.46,14.46,1.808,WIN_SMALL,4.0,16.5,8.0,84,289.20000000000005
2020-12-17,NY,SHORT,2020-12-17 16:34:00,15593.0,0.7933,5.89,15601.0,-8.0,-1.0,SL_INITIAL,8.5,1.25,8.0,1,-160.0
2020-12-18,LON,SHORT,2020-12-18 10:57:00,15598.25,0.7907,2.09,15597.75,0.5,0.062,WIN_SMALL,1.5,0.75,8.0,3,10.0
2020-12-18,NY,SHORT,2020-12-18 14:00:00,15594.75,0.7917,1.98,15602.75,-8.0,-1.0,SL_INITIAL,8.75,2.5,8.0,10,-160.0
2020-12-21,LON,LONG,2020-12-21 08:00:00,15607.5,0.7893,3.11,15599.5,-8.0,-1.0,SL_INITIAL,8.75,0.0,8.0,3,-160.0
2020-12-21,NY,LONG,2020-12-21 16:38:00,15482.5,0.7933,13.21,15482.5,0.0,0.0,BE,0.75,10.25,8.59,1,0.0
2020-12-22,LON,LONG,2020-12-22 08:00:00,15502.75,0.7897,4.79,15494.75,-8.0,-1.0,SL_INITIAL,13.25,1.75,8.0,4,-160.0
2020-12-22,NY,SHORT,2020-12-22 14:49:00,15594.75,0.7922,1.89,15602.75,-8.0,-1.0,SL_INITIAL,9.75,3.5,8.0,17,-160.0
2020-12-23,LON,SHORT,2020-12-23 08:00:00,15541.75,0.7878,2.3,15549.75,-8.0,-1.0,SL_INITIAL,12.0,2.75,8.0,16,-160.0
2020-12-23,NY,SHORT,2020-12-23 14:00:00,15563.75,0.7915,2.46,15563.75,0.0,0.0,BE,0.0,6.0,8.0,1,0.0
2020-12-24,LON,SHORT,2020-12-24 08:00:00,15513.75,0.7893,2.3,15513.75,0.0,0.0,BE,3.75,4.5,8.0,14,0.0
2020-12-24,NY,LONG,2020-12-24 14:37:00,15506.5,0.7922,1.77,15506.5,0.0,0.0,BE,3.75,4.25,8.0,25,0.0
2020-12-28,LON,LONG,2020-12-28 08:00:00,15623.25,0.7878,1.45,15615.25,-8.0,-1.0,SL_INITIAL,8.0,0.5,8.0,9,-160.0
2020-12-28,NY,SHORT,2020-12-28 14:07:00,15630.25,0.7912,1.71,15638.25,-8.0,-1.0,SL_INITIAL,9.25,0.5,8.0,14,-160.0
2020-12-29,LON,LONG,2020-12-29 08:00:00,15723.25,0.7878,2.52,15737.5,14.25,1.781,WIN_SMALL,2.5,17.0,8.0,120,285.0
2020-12-29,NY,SHORT,2020-12-29 14:00:00,15727.25,0.7915,1.29,15735.25,-8.0,-1.0,SL_INITIAL,8.0,0.5,8.0,32,-160.0
2020-12-30,LON,SHORT,2020-12-30 09:33:00,15737.75,0.7911,2.07,15737.75,0.0,0.0,BE,1.75,12.25,8.0,54,0.0
2020-12-30,NY,SHORT,2020-12-30 15:24:00,15737.25,0.7932,2.04,15745.25,-8.0,-1.0,SL_INITIAL,12.0,0.0,8.0,12,-160.0
2020-12-31,LON,SHORT,2020-12-31 08:00:00,15693.25,0.7893,1.02,15693.5,-0.25,-0.031,MAX_HOLD,6.25,9.5,8.0,120,-5.0
2020-12-31,NY,SHORT,2020-12-31 14:07:00,15703.5,0.7917,1.27,15703.5,0.0,0.0,BE,4.75,8.25,8.0,21,0.0
2021-01-04,LON,SHORT,2021-01-04 08:03:00,15719.25,0.7893,3.34,15727.25,-8.0,-1.0,SL_INITIAL,8.0,3.0,8.0,21,-160.0
2021-01-04,NY,SHORT,2021-01-04 14:00:00,15785.0,0.7917,1.64,15785.0,0.0,0.0,BE,1.25,6.25,8.0,35,0.0
2021-01-05,LON,SHORT,2021-01-05 08:00:00,15536.75,0.7878,3.57,15544.75,-8.0,-1.0,SL_INITIAL,19.25,1.0,8.0,1,-160.0
2021-01-05,NY,LONG,2021-01-05 14:25:00,15519.0,0.7922,5.34,15511.0,-8.0,-1.0,SL_INITIAL,11.25,2.5,8.0,2,-160.0
2021-01-06,LON,LONG,2021-01-06 08:02:00,15459.25,0.7893,7.25,15459.25,0.0,0.0,BE,3.5,6.75,8.0,1,0.0
2021-01-06,NY,LONG,2021-01-06 14:01:00,15428.5,0.7922,8.84,15428.5,0.0,0.0,BE,0.25,9.5,8.0,1,0.0
2021-01-07,LON,LONG,2021-01-07 08:00:00,15554.0,0.7878,2.39,15554.0,0.0,0.0,BE,1.25,7.25,8.0,1,0.0
2021-01-08,LON,LONG,2021-01-08 08:00:00,15812.25,0.7878,2.66,15812.25,0.0,0.0,BE,1.25,6.25,8.0,18,0.0
2021-01-08,NY,SHORT,2021-01-08 14:00:00,15822.0,0.7912,3.11,15830.0,-8.0,-1.0,SL_INITIAL,9.0,1.5,8.0,6,-160.0
2021-01-11,LON,LONG,2021-01-11 08:00:00,15882.0,0.7894,3.25,15874.0,-8.0,-1.0,SL_INITIAL,9.75,2.75,8.0,6,-160.0
2021-01-11,NY,LONG,2021-01-11 14:31:00,15869.75,0.7922,7.02,15869.75,0.0,0.0,BE,1.75,10.0,8.0,7,0.0
2021-01-12,LON,SHORT,2021-01-12 08:00:00,15760.75,0.7893,2.36,15760.75,0.0,0.0,BE,0.75,4.5,8.0,7,0.0
2021-01-12,NY,SHORT,2021-01-12 14:02:00,15788.25,0.7912,3.21,15788.25,0.0,0.0,BE,3.75,4.0,8.0,9,0.0
2021-01-13,LON,LONG,2021-01-13 08:00:00,15760.5,0.7878,1.98,15760.5,0.0,0.0,BE,1.5,4.75,8.0,12,0.0
2021-01-13,NY,LONG,2021-01-13 14:01:00,15720.75,0.7922,4.73,15720.75,0.0,0.0,BE,2.75,13.75,8.0,13,0.0
2021-01-14,LON,LONG,2021-01-14 08:00:00,15808.75,0.7893,3.8,15808.75,0.0,0.0,BE,0.25,6.25,8.0,6,0.0
2021-01-14,NY,SHORT,2021-01-14 15:51:00,15829.0,0.7932,3.25,15829.0,0.0,0.0,BE,0.5,7.0,8.0,3,0.0
2021-01-15,LON,SHORT,2021-01-15 08:00:00,15677.75,0.7908,4.61,15685.75,-8.0,-1.0,SL_INITIAL,9.25,3.25,8.0,7,-160.0
2021-01-15,NY,LONG,2021-01-15 14:17:00,15727.5,0.7922,4.7,15727.5,0.0,0.0,BE,1.75,4.75,8.0,6,0.0
2021-01-18,LON,SHORT,2021-01-18 08:00:00,15630.5,0.7893,2.55,15630.5,0.0,0.0,BE,0.25,11.5,8.0,28,0.0
2021-01-18,NY,SHORT,2021-01-18 16:34:00,15633.5,0.7933,4.64,15641.5,-8.0,-1.0,SL_INITIAL,9.25,3.5,8.0,12,-160.0
2021-01-19,LON,LONG,2021-01-19 08:00:00,15759.25,0.7878,3.52,15751.25,-8.0,-1.0,SL_INITIAL,8.5,2.75,8.0,7,-160.0
2021-01-20,LON,LONG,2021-01-20 08:00:00,15893.25,0.7876,2.96,15907.8,14.55,1.819,WIN_SMALL,6.75,19.0,8.0,51,291.0
2021-01-20,NY,LONG,2021-01-20 14:00:00,15934.75,0.7922,2.02,15926.75,-8.0,-1.0,SL_INITIAL,8.75,2.75,8.0,14,-160.0
2021-01-21,LON,LONG,2021-01-21 08:00:00,16223.25,0.7878,2.11,16223.25,0.0,0.0,BE,0.75,4.0,8.0,11,0.0
2021-01-21,NY,LONG,2021-01-21 15:47:00,16173.0,0.7932,7.2,16173.0,0.0,0.0,BE,6.75,11.25,8.0,5,0.0
2021-01-22,LON,LONG,2021-01-22 08:00:00,16192.75,0.7893,2.91,16184.75,-8.0,-1.0,SL_INITIAL,9.5,1.25,8.0,11,-160.0
2021-01-22,NY,LONG,2021-01-22 14:04:00,16175.0,0.7922,3.2,16175.0,0.0,0.0,BE,1.25,4.75,8.0,6,0.0
2021-01-25,LON,LONG,2021-01-25 08:00:00,16304.75,0.7878,1.96,16296.75,-8.0,-1.0,SL_INITIAL,8.0,1.5,8.0,27,-160.0
2021-01-25,NY,SHORT,2021-01-25 14:07:00,16326.25,0.7917,4.39,16334.25,-8.0,-1.0,SL_INITIAL,11.0,1.5,8.0,5,-160.0
2021-01-26,LON,SHORT,2021-01-26 08:00:00,16246.75,0.7878,3.36,16246.75,0.0,0.0,BE,3.75,14.0,8.0,16,0.0
2021-01-26,NY,LONG,2021-01-26 14:00:00,16307.0,0.7922,5.3,16307.0,0.0,0.0,BE,0.75,4.5,8.0,1,0.0
2021-01-27,LON,LONG,2021-01-27 08:00:00,16407.75,0.7878,2.96,16407.75,0.0,0.0,BE,3.0,9.75,8.0,7,0.0
2021-01-27,NY,SHORT,2021-01-27 14:00:00,16296.5,0.7917,13.54,16305.3,-8.8,-1.0,SL_INITIAL,16.0,1.0,8.8,1,-176.0
2021-01-28,LON,SHORT,2021-01-28 08:00:00,15875.75,0.7893,5.73,15875.75,0.0,0.0,BE,1.25,12.0,8.0,1,0.0
2021-01-28,NY,LONG,2021-01-28 14:00:00,15850.0,0.7922,9.02,15842.0,-8.0,-1.0,SL_INITIAL,8.0,2.5,8.0,1,-160.0
2021-01-29,LON,SHORT,2021-01-29 08:00:00,15846.5,0.7897,8.48,15846.5,0.0,0.0,BE,4.5,11.0,8.0,1,0.0
2021-01-29,NY,SHORT,2021-01-29 15:47:00,15998.25,0.7932,13.45,15998.25,0.0,0.0,BE,3.25,4.5,8.74,1,0.0
2020-12-01,NY,LONG,2020-12-01 16:35:00,15188.75,0.7937,6.66,15180.75,-8.0,-1.0,SL_INITIAL,10.75,3.75,8.0,2,-160.0
2020-12-02,LON,LONG,2020-12-02 08:00:00,15266.0,0.7897,3.7,15279.71,13.71,1.713,WIN_SMALL,0.0,19.25,8.0,21,274.20000000000005
2020-12-02,NY,LONG,2020-12-02 14:31:00,15255.5,0.7922,2.8,15247.5,-8.0,-1.0,SL_INITIAL,9.5,3.25,8.0,10,-160.0
2020-12-03,LON,LONG,2020-12-03 08:00:00,15318.25,0.7876,1.96,15318.25,0.0,0.0,BE,1.75,4.25,8.0,1,0.0
2020-12-03,NY,SHORT,2020-12-03 15:41:00,15312.25,0.7932,3.59,15312.25,0.0,0.0,BE,1.0,5.25,8.0,1,0.0
2020-12-04,LON,SHORT,2020-12-04 10:03:00,15357.75,0.7911,3.79,15357.75,0.0,0.0,BE,3.0,4.25,8.0,5,0.0
2020-12-04,NY,LONG,2020-12-04 15:31:00,15335.25,0.7933,3.86,15335.25,0.0,0.0,BE,1.0,6.0,8.0,1,0.0
2020-12-07,LON,LONG,2020-12-07 08:00:00,15357.25,0.7897,1.79,15357.25,0.0,0.0,BE,2.0,10.75,8.0,35,0.0
2020-12-07,NY,LONG,2020-12-07 14:00:00,15364.25,0.792,2.36,15364.25,0.0,0.0,BE,4.25,6.25,8.0,21,0.0
2020-12-08,LON,SHORT,2020-12-08 08:00:00,15421.0,0.7878,1.18,15404.77,16.23,2.029,TRAIL_2.0R,7.75,18.0,8.0,72,324.6
2020-12-08,NY,SHORT,2020-12-08 14:00:00,15376.25,0.7917,5.3,15384.25,-8.0,-1.0,SL_INITIAL,9.25,0.0,8.0,1,-160.0
2020-12-09,LON,LONG,2020-12-09 08:00:00,15490.75,0.7878,1.09,15490.75,0.0,0.0,BE,1.0,6.5,8.0,40,0.0
2020-12-09,NY,SHORT,2020-12-09 16:53:00,15477.5,0.7932,7.8,15477.5,0.0,0.0,BE,4.0,4.75,8.0,2,0.0
2020-12-10,LON,SHORT,2020-12-10 08:00:00,15167.75,0.7894,2.45,15167.75,0.0,0.0,BE,0.75,13.5,8.0,21,0.0
2020-12-10,NY,LONG,2020-12-10 14:22:00,15161.25,0.7922,4.54,15153.25,-8.0,-1.0,SL_INITIAL,10.5,2.75,8.0,2,-160.0
2020-12-11,LON,SHORT,2020-12-11 08:00:00,15209.75,0.788,2.12,15209.75,0.0,0.0,BE,3.75,10.0,8.0,23,0.0
2020-12-14,LON,LONG,2020-12-14 08:00:00,15236.0,0.7894,2.46,15250.3,14.3,1.788,WIN_SMALL,1.75,18.0,8.0,65,286.0
2020-12-14,NY,LONG,2020-12-14 14:00:00,15290.5,0.7922,2.71,15290.5,0.0,0.0,BE,4.75,7.5,8.0,64,0.0
2020-12-15,LON,SHORT,2020-12-15 08:00:00,15311.5,0.7893,2.79,15311.5,0.0,0.0,BE,1.0,8.25,8.0,5,0.0
2020-12-15,NY,SHORT,2020-12-15 15:28:00,15393.5,0.7932,2.89,15401.5,-8.0,-1.0,SL_INITIAL,8.5,3.5,8.0,15,-160.0
2020-12-16,LON,LONG,2020-12-16 08:00:00,15461.0,0.7878,1.21,15461.0,0.0,0.0,BE,5.75,6.75,8.0,62,0.0
2020-12-16,NY,SHORT,2020-12-16 14:01:00,15469.5,0.7917,1.71,15469.5,0.0,0.0,BE,0.0,7.0,8.0,5,0.0
2020-12-17,LON,LONG,2020-12-17 08:00:00,15556.0,0.7878,1.36,15570.46,14.46,1.808,WIN_SMALL,4.0,16.5,8.0,84,289.20000000000005
2020-12-17,NY,SHORT,2020-12-17 16:34:00,15593.0,0.7933,5.89,15601.0,-8.0,-1.0,SL_INITIAL,8.5,1.25,8.0,1,-160.0
2020-12-18,LON,SHORT,2020-12-18 10:57:00,15598.25,0.7907,2.09,15597.75,0.5,0.062,WIN_SMALL,1.5,0.75,8.0,3,10.0
2020-12-18,NY,SHORT,2020-12-18 14:00:00,15594.75,0.7917,1.98,15602.75,-8.0,-1.0,SL_INITIAL,8.75,2.5,8.0,10,-160.0
2020-12-21,LON,LONG,2020-12-21 08:00:00,15607.5,0.7893,3.11,15599.5,-8.0,-1.0,SL_INITIAL,8.75,0.0,8.0,3,-160.0
2020-12-21,NY,LONG,2020-12-21 16:38:00,15482.5,0.7933,13.21,15482.5,0.0,0.0,BE,0.75,10.25,8.59,1,0.0
2020-12-22,LON,LONG,2020-12-22 08:00:00,15502.75,0.7897,4.79,15494.75,-8.0,-1.0,SL_INITIAL,13.25,1.75,8.0,4,-160.0
2020-12-22,NY,SHORT,2020-12-22 14:49:00,15594.75,0.7922,1.89,15602.75,-8.0,-1.0,SL_INITIAL,9.75,3.5,8.0,17,-160.0
2020-12-23,LON,SHORT,2020-12-23 08:00:00,15541.75,0.7878,2.3,15549.75,-8.0,-1.0,SL_INITIAL,12.0,2.75,8.0,16,-160.0
2020-12-23,NY,SHORT,2020-12-23 14:00:00,15563.75,0.7915,2.46,15563.75,0.0,0.0,BE,0.0,6.0,8.0,1,0.0
2020-12-24,LON,SHORT,2020-12-24 08:00:00,15513.75,0.7893,2.3,15513.75,0.0,0.0,BE,3.75,4.5,8.0,14,0.0
2020-12-24,NY,LONG,2020-12-24 14:37:00,15506.5,0.7922,1.77,15506.5,0.0,0.0,BE,3.75,4.25,8.0,25,0.0
2020-12-28,LON,LONG,2020-12-28 08:00:00,15623.25,0.7878,1.45,15615.25,-8.0,-1.0,SL_INITIAL,8.0,0.5,8.0,9,-160.0
2020-12-28,NY,SHORT,2020-12-28 14:07:00,15630.25,0.7912,1.71,15638.25,-8.0,-1.0,SL_INITIAL,9.25,0.5,8.0,14,-160.0
2020-12-29,LON,LONG,2020-12-29 08:00:00,15723.25,0.7878,2.52,15737.5,14.25,1.781,WIN_SMALL,2.5,17.0,8.0,120,285.0
2020-12-29,NY,SHORT,2020-12-29 14:00:00,15727.25,0.7915,1.29,15735.25,-8.0,-1.0,SL_INITIAL,8.0,0.5,8.0,32,-160.0
2020-12-30,LON,SHORT,2020-12-30 09:33:00,15737.75,0.7911,2.07,15737.75,0.0,0.0,BE,1.75,12.25,8.0,54,0.0
2020-12-30,NY,SHORT,2020-12-30 15:24:00,15737.25,0.7932,2.04,15745.25,-8.0,-1.0,SL_INITIAL,12.0,0.0,8.0,12,-160.0
2020-12-31,LON,SHORT,2020-12-31 08:00:00,15693.25,0.7893,1.02,15693.5,-0.25,-0.031,MAX_HOLD,6.25,9.5,8.0,120,-5.0
2020-12-31,NY,SHORT,2020-12-31 14:07:00,15703.5,0.7917,1.27,15703.5,0.0,0.0,BE,4.75,8.25,8.0,21,0.0
2021-01-04,LON,SHORT,2021-01-04 08:03:00,15719.25,0.7893,3.34,15727.25,-8.0,-1.0,SL_INITIAL,8.0,3.0,8.0,21,-160.0
2021-01-04,NY,SHORT,2021-01-04 14:00:00,15785.0,0.7917,1.64,15785.0,0.0,0.0,BE,1.25,6.25,8.0,35,0.0
2021-01-05,LON,SHORT,2021-01-05 08:00:00,15536.75,0.7878,3.57,15544.75,-8.0,-1.0,SL_INITIAL,19.25,1.0,8.0,1,-160.0
2021-01-05,NY,LONG,2021-01-05 14:25:00,15519.0,0.7922,5.34,15511.0,-8.0,-1.0,SL_INITIAL,11.25,2.5,8.0,2,-160.0
2021-01-06,LON,LONG,2021-01-06 08:02:00,15459.25,0.7893,7.25,15459.25,0.0,0.0,BE,3.5,6.75,8.0,1,0.0
2021-01-06,NY,LONG,2021-01-06 14:01:00,15428.5,0.7922,8.84,15428.5,0.0,0.0,BE,0.25,9.5,8.0,1,0.0
2021-01-07,LON,LONG,2021-01-07 08:00:00,15554.0,0.7878,2.39,15554.0,0.0,0.0,BE,1.25,7.25,8.0,1,0.0
2021-01-08,LON,LONG,2021-01-08 08:00:00,15812.25,0.7878,2.66,15812.25,0.0,0.0,BE,1.25,6.25,8.0,18,0.0
2021-01-08,NY,SHORT,2021-01-08 14:00:00,15822.0,0.7912,3.11,15830.0,-8.0,-1.0,SL_INITIAL,9.0,1.5,8.0,6,-160.0
2021-01-11,LON,LONG,2021-01-11 08:00:00,15882.0,0.7894,3.25,15874.0,-8.0,-1.0,SL_INITIAL,9.75,2.75,8.0,6,-160.0
2021-01-11,NY,LONG,2021-01-11 14:31:00,15869.75,0.7922,7.02,15869.75,0.0,0.0,BE,1.75,10.0,8.0,7,0.0
2021-01-12,LON,SHORT,2021-01-12 08:00:00,15760.75,0.7893,2.36,15760.75,0.0,0.0,BE,0.75,4.5,8.0,7,0.0
2021-01-12,NY,SHORT,2021-01-12 14:02:00,15788.25,0.7912,3.21,15788.25,0.0,0.0,BE,3.75,4.0,8.0,9,0.0
2021-01-13,LON,LONG,2021-01-13 08:00:00,15760.5,0.7878,1.98,15760.5,0.0,0.0,BE,1.5,4.75,8.0,12,0.0
2021-01-13,NY,LONG,2021-01-13 14:01:00,15720.75,0.7922,4.73,15720.75,0.0,0.0,BE,2.75,13.75,8.0,13,0.0
2021-01-14,LON,LONG,2021-01-14 08:00:00,15808.75,0.7893,3.8,15808.75,0.0,0.0,BE,0.25,6.25,8.0,6,0.0
2021-01-14,NY,SHORT,2021-01-14 15:51:00,15829.0,0.7932,3.25,15829.0,0.0,0.0,BE,0.5,7.0,8.0,3,0.0
2021-01-15,LON,SHORT,2021-01-15 08:00:00,15677.75,0.7908,4.61,15685.75,-8.0,-1.0,SL_INITIAL,9.25,3.25,8.0,7,-160.0
2021-01-15,NY,LONG,2021-01-15 14:17:00,15727.5,0.7922,4.7,15727.5,0.0,0.0,BE,1.75,4.75,8.0,6,0.0
2021-01-18,LON,SHORT,2021-01-18 08:00:00,15630.5,0.7893,2.55,15630.5,0.0,0.0,BE,0.25,11.5,8.0,28,0.0
2021-01-18,NY,SHORT,2021-01-18 16:34:00,15633.5,0.7933,4.64,15641.5,-8.0,-1.0,SL_INITIAL,9.25,3.5,8.0,12,-160.0
2021-01-19,LON,LONG,2021-01-19 08:00:00,15759.25,0.7878,3.52,15751.25,-8.0,-1.0,SL_INITIAL,8.5,2.75,8.0,7,-160.0
2021-01-20,LON,LONG,2021-01-20 08:00:00,15893.25,0.7876,2.96,15907.8,14.55,1.819,WIN_SMALL,6.75,19.0,8.0,51,291.0
2021-01-20,NY,LONG,2021-01-20 14:00:00,15934.75,0.7922,2.02,15926.75,-8.0,-1.0,SL_INITIAL,8.75,2.75,8.0,14,-160.0
2021-01-21,LON,LONG,2021-01-21 08:00:00,16223.25,0.7878,2.11,16223.25,0.0,0.0,BE,0.75,4.0,8.0,11,0.0
2021-01-21,NY,LONG,2021-01-21 15:47:00,16173.0,0.7932,7.2,16173.0,0.0,0.0,BE,6.75,11.25,8.0,5,0.0
2021-01-22,LON,LONG,2021-01-22 08:00:00,16192.75,0.7893,2.91,16184.75,-8.0,-1.0,SL_INITIAL,9.5,1.25,8.0,11,-160.0
2021-01-22,NY,LONG,2021-01-22 14:04:00,16175.0,0.7922,3.2,16175.0,0.0,0.0,BE,1.25,4.75,8.0,6,0.0
2021-01-25,LON,LONG,2021-01-25 08:00:00,16304.75,0.7878,1.96,16296.75,-8.0,-1.0,SL_INITIAL,8.0,1.5,8.0,27,-160.0
2021-01-25,NY,SHORT,2021-01-25 14:07:00,16326.25,0.7917,4.39,16334.25,-8.0,-1.0,SL_INITIAL,11.0,1.5,8.0,5,-160.0
2021-01-26,LON,SHORT,2021-01-26 08:00:00,16246.75,0.7878,3.36,16246.75,0.0,0.0,BE,3.75,14.0,8.0,16,0.0
2021-01-26,NY,LONG,2021-01-26 14:00:00,16307.0,0.7922,5.3,16307.0,0.0,0.0,BE,0.75,4.5,8.0,1,0.0
2021-01-27,LON,LONG,2021-01-27 08:00:00,16407.75,0.7878,2.96,16407.75,0.0,0.0,BE,3.0,9.75,8.0,7,0.0
2021-01-27,NY,SHORT,2021-01-27 14:00:00,16296.5,0.7917,13.54,16305.3,-8.8,-1.0,SL_INITIAL,16.0,1.0,8.8,1,-176.0
2021-01-28,LON,SHORT,2021-01-28 08:00:00,15875.75,0.7893,5.73,15875.75,0.0,0.0,BE,1.25,12.0,8.0,1,0.0
2021-01-28,NY,LONG,2021-01-28 14:00:00,15850.0,0.7922,9.02,15842.0,-8.0,-1.0,SL_INITIAL,8.0,2.5,8.0,1,-160.0
2021-01-29,LON,SHORT,2021-01-29 08:00:00,15846.5,0.7897,8.48,15846.5,0.0,0.0,BE,4.5,11.0,8.0,1,0.0
2021-01-29,NY,SHORT,2021-01-29 15:47:00,15998.25,0.7932,13.45,15998.25,0.0,0.0,BE,3.25,4.5,8.74,1,0.0
2021-02-01,LON,SHORT,2021-02-01 08:00:00,15819.5,0.7893,5.29,15819.5,0.0,0.0,BE,4.75,6.5,8.0,3,0.0
2021-02-01,NY,SHORT,2021-02-01 16:55:00,15820.5,0.7933,19.05,15832.88,-12.38,-1.0,SL_INITIAL,23.5,0.75,12.38,1,-247.60000000000002
2021-02-02,LON,LONG,2021-02-02 08:00:00,16174.25,0.7878,4.09,16174.25,0.0,0.0,BE,4.25,6.0,8.0,1,0.0
2021-02-02,NY,SHORT,2021-02-02 16:33:00,16215.25,0.7932,7.86,16215.25,0.0,0.0,BE,6.75,5.5,8.0,1,0.0
2021-02-03,LON,LONG,2021-02-03 08:00:00,16389.5,0.7878,2.98,16389.5,0.0,0.0,BE,6.0,4.0,8.0,31,0.0
2021-02-03,NY,SHORT,2021-02-03 14:04:00,16387.75,0.7915,3.86,16387.75,0.0,0.0,BE,1.25,5.0,8.0,1,0.0
2021-02-04,LON,SHORT,2021-02-04 08:00:00,16226.0,0.7893,3.86,16226.0,0.0,0.0,BE,3.5,5.0,8.0,1,0.0
2021-02-04,NY,SHORT,2021-02-04 14:00:00,16269.0,0.7917,3.73,16277.0,-8.0,-1.0,SL_INITIAL,10.25,0.5,8.0,1,-160.0
2021-02-05,LON,LONG,2021-02-05 08:00:00,16456.75,0.7876,3.7,16456.75,0.0,0.0,BE,6.5,6.5,8.0,6,0.0
