date,session,direction,entry_ts,entry_px,proba,atr,exit_px,pts,r_mult,reason,mae,mfe,risk,bars_held,pnl_usd
2017-12-12,NY,SHORT,2017-12-12 14:46:00,9424.75,0.7918,0.66,9403.99,20.76,2.595,TRAIL_2.6R,0.5,21.75,8.0,110,415.20000000000005
2017-12-13,LON,SHORT,2017-12-13 08:00:00,9406.25,0.7893,0.86,9414.25,-8.0,-1.0,SL_INITIAL,8.0,1.5,8.0,79,-160.0
2017-12-13,NY,LONG,2017-12-13 14:00:00,9415.5,0.792,0.61,9430.84,15.34,1.917,WIN_SMALL,7.5,16.25,8.0,109,306.8
2017-12-14,LON,SHORT,2017-12-14 08:00:00,9425.5,0.788,0.41,9433.5,-8.0,-1.0,SL_INITIAL,8.0,3.5,8.0,103,-160.0
2017-12-14,NY,SHORT,2017-12-14 16:01:00,9436.0,0.7932,1.05,9436.0,0.0,0.0,BE,3.5,7.5,8.0,34,0.0
2017-12-15,LON,SHORT,2017-12-15 08:00:00,9422.5,0.789,0.61,9430.5,-8.0,-1.0,SL_INITIAL,8.0,2.25,8.0,70,-160.0
2017-12-15,NY,LONG,2017-12-15 14:07:00,9428.5,0.7909,0.84,9431.5,3.0,0.375,WIN_SMALL,0.25,8.5,8.0,120,60.0
2017-12-18,LON,LONG,2017-12-18 08:00:00,9527.5,0.7876,0.29,9532.75,5.25,0.656,WIN_SMALL,1.5,7.25,8.0,120,105.0
2017-12-18,NY,LONG,2017-12-18 15:51:00,9529.0,0.7932,1.16,9529.0,0.0,0.0,BE,1.0,8.5,8.0,38,0.0
2017-12-19,LON,LONG,2017-12-19 08:00:00,9546.75,0.7876,0.41,9546.75,0.0,0.0,BE,2.75,0.5,8.0,120,0.0
2017-12-19,NY,SHORT,2017-12-19 14:00:00,9543.0,0.7915,0.39,9534.25,8.75,1.094,WIN_SMALL,2.0,8.25,8.0,120,175.0
2017-12-20,LON,SHORT,2017-12-20 09:56:00,9525.0,0.7912,0.46,9525.0,0.0,0.0,BE,1.75,6.0,8.0,60,0.0
2017-12-20,NY,SHORT,2017-12-20 16:29:00,9525.75,0.7928,1.25,9525.75,0.0,0.0,BE,2.75,4.25,8.0,2,0.0
2017-12-21,LON,LONG,2017-12-21 08:00:00,9493.0,0.789,0.57,9493.0,0.0,0.0,BE,3.0,4.75,8.0,98,0.0
2017-12-21,NY,LONG,2017-12-21 14:00:00,9500.0,0.792,0.73,9500.0,0.0,0.0,BE,1.75,5.25,8.0,82,0.0
2017-12-22,LON,LONG,2017-12-22 08:00:00,9505.5,0.7876,0.39,9504.75,-0.75,-0.094,MAX_HOLD,6.75,0.0,8.0,120,-15.0
2017-12-22,NY,SHORT,2017-12-22 14:00:00,9503.25,0.7917,0.54,9495.75,7.5,0.938,WIN_SMALL,1.25,8.5,8.0,120,150.0
2017-12-26,LON,SHORT,2017-12-26 08:00:00,9484.25,0.789,0.3,9485.25,-1.0,-0.125,MAX_HOLD,3.0,1.0,8.0,120,-20.0
2017-12-26,NY,SHORT,2017-12-26 14:03:00,9464.25,0.7915,1.32,9464.25,0.0,0.0,BE,0.25,5.0,8.0,4,0.0
2017-12-27,LON,LONG,2017-12-27 08:00:00,9472.25,0.7878,0.46,9472.75,0.5,0.062,WIN_SMALL,5.75,0.5,8.0,120,10.0
2017-12-27,NY,SHORT,2017-12-27 14:00:00,9469.75,0.7917,0.8,9469.75,0.0,0.0,BE,0.75,9.5,8.0,80,0.0
2017-12-28,LON,SHORT,2017-12-28 08:00:00,9466.5,0.789,0.46,9467.0,-0.5,-0.062,MAX_HOLD,3.5,1.5,8.0,120,-10.0
2017-12-28,NY,SHORT,2017-12-28 14:23:00,9482.0,0.7913,0.88,9473.5,8.5,1.062,WIN_SMALL,0.25,11.0,8.0,120,170.0
2017-12-29,LON,SHORT,2017-12-29 08:00:00,9455.0,0.7876,0.12,9457.5,-2.5,-0.312,MAX_HOLD,5.0,1.25,8.0,120,-50.0
2017-12-29,NY,SHORT,2017-12-29 15:54:00,9464.75,0.7932,1.29,9464.75,0.0,0.0,BE,5.75,4.75,8.0,35,0.0
2018-01-02,LON,SHORT,2018-01-02 08:00:00,9428.5,0.7876,0.43,9419.5,9.0,1.125,WIN_SMALL,0.75,9.0,8.0,120,180.0
2018-01-02,NY,LONG,2018-01-02 14:00:00,9421.75,0.7922,0.73,9438.15,16.4,2.05,TRAIL_2.1R,0.0,17.5,8.0,29,328.0
2018-01-03,LON,LONG,2018-01-03 08:00:00,9528.25,0.7798,0.34,9533.25,5.0,0.625,WIN_SMALL,2.5,5.25,8.0,120,100.0
2018-01-03,NY,LONG,2018-01-03 14:01:00,9533.75,0.7868,0.39,9529.25,-4.5,-0.562,MAX_HOLD,6.75,0.75,8.0,120,-90.0
2018-01-04,LON,LONG,2018-01-04 08:00:00,9604.5,0.7878,0.57,9604.0,-0.5,-0.062,MAX_HOLD,3.25,1.0,8.0,120,-10.0
2018-01-04,NY,SHORT,2018-01-04 15:15:00,9614.25,0.7932,1.3,9622.25,-8.0,-1.0,SL_INITIAL,10.0,1.5,8.0,11,-160.0
2018-01-05,LON,LONG,2018-01-05 08:00:00,9617.25,0.7876,0.36,9621.5,4.25,0.531,WIN_SMALL,2.0,3.5,8.0,120,85.0
2018-01-05,NY,LONG,2018-01-05 16:36:00,9625.25,0.7937,3.96,9625.25,0.0,0.0,BE,2.5,5.5,8.0,4,0.0
2018-01-08,LON,LONG,2018-01-08 08:00:00,9678.0,0.789,0.45,9680.25,2.25,0.281,WIN_SMALL,2.75,3.75,8.0,120,45.0
2018-01-08,NY,SHORT,2018-01-08 14:00:00,9668.5,0.7917,1.16,9668.5,0.0,0.0,BE,1.5,7.5,8.0,67,0.0
2018-01-09,LON,LONG,2018-01-09 08:00:00,9691.5,0.7876,0.3,9697.75,6.25,0.781,WIN_SMALL,1.0,5.5,8.0,120,125.0
2018-01-09,NY,SHORT,2018-01-09 15:47:00,9709.5,0.7932,0.93,9709.5,0.0,0.0,BE,3.0,6.0,8.0,46,0.0
2018-01-10,LON,LONG,2018-01-10 08:00:00,9686.25,0.7893,0.5,9680.0,-6.25,-0.781,MAX_HOLD,7.5,2.0,8.0,120,-125.0
2018-01-10,NY,LONG,2018-01-10 14:16:00,9654.75,0.7922,1.71,9654.75,0.0,0.0,BE,1.0,6.5,8.0,39,0.0
2018-01-11,LON,LONG,2018-01-11 08:00:00,9688.5,0.7876,0.55,9689.0,0.5,0.062,WIN_SMALL,5.25,3.5,8.0,120,10.0
2018-01-11,NY,SHORT,2018-01-11 14:00:00,9690.5,0.7915,0.52,9698.5,-8.0,-1.0,SL_INITIAL,8.75,0.0,8.0,26,-160.0
2018-01-12,LON,LONG,2018-01-12 08:00:00,9729.0,0.7876,0.48,9740.25,11.25,1.406,WIN_SMALL,0.5,13.0,8.0,120,225.0
2018-01-12,NY,SHORT,2018-01-12 15:35:00,9734.5,0.7931,2.55,9722.33,12.17,1.521,WIN_SMALL,0.5,16.0,8.0,9,243.4
2018-01-15,LON,LONG,2018-01-15 08:00:00,9801.0,0.7893,0.57,9793.0,-8.0,-1.0,SL_INITIAL,8.25,2.0,8.0,52,-160.0
2018-01-15,NY,LONG,2018-01-15 14:26:00,9782.5,0.7928,0.86,9782.5,0.0,0.0,BE,2.75,4.0,8.0,44,0.0
2018-01-16,LON,LONG,2018-01-16 08:00:00,9798.25,0.7893,0.59,9801.5,3.25,0.406,WIN_SMALL,1.0,4.5,8.0,120,65.0
2018-01-16,NY,SHORT,2018-01-16 16:47:00,9845.25,0.7933,4.62,9844.25,1.0,0.125,WIN_SMALL,7.25,3.0,8.0,13,20.0
2018-01-17,LON,SHORT,2018-01-17 08:00:00,9772.5,0.789,1.23,9772.5,0.0,0.0,BE,1.5,7.5,8.0,22,0.0
2018-01-17,NY,SHORT,2018-01-17 16:35:00,9773.75,0.7928,4.3,9773.75,0.0,0.0,BE,1.0,4.75,8.0,1,0.0
2018-01-18,LON,LONG,2018-01-18 08:00:00,9814.25,0.7897,2.11,9827.09,12.84,1.605,WIN_SMALL,2.5,16.0,8.0,86,256.8
2018-01-18,NY,LONG,2018-01-18 14:00:00,9827.25,0.792,0.88,9819.25,-8.0,-1.0,SL_INITIAL,8.0,3.0,8.0,40,-160.0
2018-01-19,LON,LONG,2018-01-19 08:35:00,9819.75,0.789,0.48,9819.75,0.0,0.0,BE,2.75,4.0,8.0,48,0.0
2018-01-19,NY,SHORT,2018-01-19 15:11:00,9840.75,0.7932,1.46,9840.75,0.0,0.0,BE,3.25,4.75,8.0,22,0.0
2018-01-22,LON,LONG,2018-01-22 08:00:00,9848.5,0.789,0.62,9843.25,-5.25,-0.656,MAX_HOLD,5.0,1.5,8.0,120,-105.0
2018-01-22,NY,SHORT,2018-01-22 14:00:00,9849.5,0.7915,0.7,9850.25,-0.75,-0.094,MAX_HOLD,7.25,2.0,8.0,120,-15.0
2018-01-23,LON,LONG,2018-01-23 08:00:00,9951.0,0.7876,0.79,9958.5,7.5,0.938,WIN_SMALL,0.0,13.75,8.0,120,150.0
2018-01-23,NY,SHORT,2018-01-23 14:00:00,9937.75,0.7917,1.52,9945.75,-8.0,-1.0,SL_INITIAL,8.25,0.25,8.0,44,-160.0
2018-01-24,LON,LONG,2018-01-24 08:00:00,9973.0,0.7876,0.39,9979.5,6.5,0.812,WIN_SMALL,2.75,8.5,8.0,120,130.0
2018-01-24,NY,SHORT,2018-01-24 15:18:00,9987.75,0.7932,1.16,9995.75,-8.0,-1.0,SL_INITIAL,9.0,1.0,8.0,21,-160.0
2018-01-25,LON,SHORT,2018-01-25 08:00:00,9941.75,0.7876,0.68,9941.75,0.0,0.0,BE,0.5,4.75,8.0,64,0.0
2018-01-25,NY,SHORT,2018-01-25 15:15:00,9982.5,0.7932,1.45,9982.5,0.0,0.0,BE,2.5,4.5,8.0,3,0.0
2018-01-26,LON,LONG,2018-01-26 08:00:00,9958.0,0.7876,0.71,9957.5,-0.5,-0.062,MAX_HOLD,2.75,2.75,8.0,120,-10.0
2018-01-26,NY,SHORT,2018-01-26 16:32:00,9961.5,0.7933,2.61,9961.5,0.0,0.0,BE,1.25,4.0,8.0,1,0.0
2018-01-29,LON,LONG,2018-01-29 08:00:00,10033.5,0.7897,0.91,10034.0,0.5,0.062,WIN_SMALL,4.75,4.0,8.0,120,10.0
2018-01-29,NY,SHORT,2018-01-29 16:44:00,10021.5,0.7933,6.77,10021.5,0.0,0.0,BE,5.5,7.5,8.0,7,0.0
2018-01-30,LON,SHORT,2018-01-30 08:00:00,9950.75,0.7893,1.07,9958.75,-8.0,-1.0,SL_INITIAL,10.0,0.0,8.0,33,-160.0
2018-01-30,NY,SHORT,2018-01-30 14:15:00,9969.75,0.7917,1.14,9969.75,0.0,0.0,BE,3.75,6.75,8.0,29,0.0
2018-01-31,LON,LONG,2018-01-31 08:00:00,9953.5,0.7897,2.2,9953.5,0.0,0.0,BE,3.75,4.5,8.0,14,0.0
2018-01-31,NY,SHORT,2018-01-31 15:06:00,9985.5,0.7932,1.77,9985.5,0.0,0.0,BE,0.5,8.75,8.0,51,0.0
2018-02-01,LON,SHORT,2018-02-01 08:20:00,9986.75,0.7878,0.57,9983.25,3.5,0.438,WIN_SMALL,3.25,3.5,8.0,120,70.0
2018-02-01,NY,LONG,2018-02-01 15:49:00,9927.25,0.7931,4.0,9919.25,-8.0,-1.0,SL_INITIAL,9.25,1.5,8.0,1,-160.0
2018-02-02,NY,SHORT,2018-02-02 14:00:00,9855.75,0.7917,1.95,9863.75,-8.0,-1.0,SL_INITIAL,8.75,3.5,8.0,9,-160.0
2018-02-05,LON,SHORT,2018-02-05 08:00:00,9755.5,0.7902,0.86,9755.5,0.0,0.0,BE,0.25,11.25,8.0,56,0.0
2018-02-05,NY,LONG,2018-02-05 15:19:00,9722.5,0.7937,3.52,9722.5,0.0,0.0,BE,2.25,8.0,8.0,6,0.0
2018-02-06,LON,SHORT,2018-02-06 08:00:00,9433.0,0.7893,12.79,9433.0,0.0,0.0,BE,3.75,6.25,8.31,2,0.0
2018-02-06,NY,SHORT,2018-02-06 14:00:00,9378.5,0.7917,9.21,9378.5,0.0,0.0,BE,1.0,10.75,8.0,1,0.0
2018-02-07,LON,LONG,2018-02-07 08:00:00,9588.75,0.7883,3.34,9580.75,-8.0,-1.0,SL_INITIAL,8.25,3.0,8.0,4,-160.0
2018-02-07,NY,SHORT,2018-02-07 16:43:00,9653.5,0.7933,14.55,9653.5,0.0,0.0,BE,2.5,9.0,9.46,1,0.0
2018-02-08,LON,SHORT,2018-02-08 08:00:00,9576.25,0.789,2.48,9576.25,0.0,0.0,BE,0.5,6.5,8.0,6,0.0
2018-02-08,NY,SHORT,2018-02-08 14:00:00,9554.75,0.7917,3.38,9562.75,-8.0,-1.0,SL_INITIAL,16.75,1.5,8.0,3,-160.0
2018-02-09,LON,SHORT,2018-02-09 08:00:00,9343.25,0.7893,4.89,9343.25,0.0,0.0,BE,4.75,4.0,8.0,3,0.0
2018-02-09,NY,SHORT,2018-02-09 14:00:00,9357.5,0.7915,5.66,9365.5,-8.0,-1.0,SL_INITIAL,9.25,1.5,8.0,1,-160.0
2018-02-12,LON,LONG,2018-02-12 08:00:00,9455.25,0.789,1.07,9447.25,-8.0,-1.0,SL_INITIAL,10.0,1.25,8.0,37,-160.0
2018-02-12,NY,LONG,2018-02-12 16:07:00,9463.0,0.7931,6.91,9455.0,-8.0,-1.0,SL_INITIAL,10.5,1.5,8.0,6,-160.0
2018-02-13,LON,LONG,2018-02-13 08:00:00,9522.75,0.7883,2.27,9514.75,-8.0,-1.0,SL_INITIAL,9.0,3.25,8.0,61,-160.0
2018-02-13,NY,LONG,2018-02-13 14:44:00,9513.0,0.7907,3.36,9513.0,0.0,0.0,BE,1.25,7.25,8.0,7,0.0
2018-02-14,LON,LONG,2018-02-14 08:00:00,9573.0,0.7876,0.89,9573.0,0.0,0.0,BE,3.5,4.5,8.0,48,0.0
2018-02-14,NY,SHORT,2018-02-14 15:31:00,9533.25,0.7928,6.91,9533.25,0.0,0.0,BE,5.75,13.75,8.0,1,0.0
2018-02-15,LON,LONG,2018-02-15 08:00:00,9732.0,0.7819,1.21,9732.0,0.0,0.0,BE,5.75,14.25,8.0,94,0.0
2018-02-15,NY,SHORT,2018-02-15 14:00:00,9734.75,0.7917,2.38,9742.75,-8.0,-1.0,SL_INITIAL,8.25,2.25,8.0,18,-160.0
2018-02-16,LON,LONG,2018-02-16 08:00:00,9832.75,0.7883,2.11,9832.75,0.0,0.0,BE,4.75,12.0,8.0,61,0.0
2018-02-16,NY,SHORT,2018-02-16 14:00:00,9840.25,0.7917,1.88,9840.25,0.0,0.0,BE,3.0,4.25,8.0,7,0.0
2018-02-19,LON,SHORT,2018-02-19 08:04:00,9823.25,0.7878,0.68,9823.25,0.0,0.0,BE,0.5,5.0,8.0,56,0.0
2018-02-19,NY,SHORT,2018-02-19 14:27:00,9812.0,0.7915,1.02,9812.0,0.0,0.0,BE,1.5,9.75,8.0,115,0.0
2018-02-20,LON,LONG,2018-02-20 10:56:00,9769.0,0.7916,1.3,9772.75,3.75,0.469,WIN_SMALL,0.25,4.0,8.0,4,75.0
2018-02-20,NY,LONG,2018-02-20 14:46:00,9751.75,0.7923,1.62,9743.75,-8.0,-1.0,SL_INITIAL,9.0,1.25,8.0,20,-160.0
2018-02-21,NY,LONG,2018-02-21 15:39:00,9822.0,0.7932,2.12,9822.0,0.0,0.0,BE,7.5,4.25,8.0,29,0.0
2018-02-22,LON,SHORT,2018-02-22 08:00:00,9735.0,0.7893,1.2,9735.0,0.0,0.0,BE,0.75,4.75,8.0,19,0.0
2018-02-22,NY,LONG,2018-02-22 14:00:00,9765.0,0.7922,2.46,9765.0,0.0,0.0,BE,0.0,5.5,8.0,1,0.0
2018-02-23,LON,LONG,2018-02-23 08:00:00,9810.75,0.7878,1.14,9825.54,14.79,1.848,WIN_SMALL,1.75,16.5,8.0,21,295.79999999999995
2018-02-23,NY,SHORT,2018-02-23 15:21:00,9835.0,0.7933,2.21,9822.07,12.93,1.616,WIN_SMALL,0.75,16.25,8.0,70,258.6
2018-02-26,LON,LONG,2018-02-26 08:00:00,9917.5,0.7893,0.79,9909.5,-8.0,-1.0,SL_INITIAL,8.5,2.5,8.0,71,-160.0
2018-02-27,LON,LONG,2018-02-27 08:00:00,9997.25,0.7883,0.79,9989.25,-8.0,-1.0,SL_INITIAL,8.0,0.75,8.0,48,-160.0
2018-02-27,NY,LONG,2018-02-27 14:17:00,9995.25,0.7922,1.46,9995.25,0.0,0.0,BE,3.5,4.75,8.0,43,0.0
2018-02-28,LON,SHORT,2018-02-28 08:00:00,9914.25,0.7893,1.7,9914.25,0.0,0.0,BE,1.25,4.5,8.0,16,0.0
2018-02-28,NY,SHORT,2018-02-28 15:04:00,9939.0,0.7928,1.48,9947.0,-8.0,-1.0,SL_INITIAL,8.25,2.25,8.0,31,-160.0
2018-03-01,LON,SHORT,2018-03-01 08:00:00,9869.0,0.7893,1.62,9869.0,0.0,0.0,BE,1.5,4.25,8.0,11,0.0
2018-03-01,NY,SHORT,2018-03-01 14:00:00,9843.75,0.7917,4.82,9843.75,0.0,0.0,BE,1.25,5.0,8.0,3,0.0
2018-03-02,LON,SHORT,2018-03-02 08:00:00,9769.0,0.7893,1.95,9777.0,-8.0,-1.0,SL_INITIAL,8.0,2.25,8.0,21,-160.0
2018-03-02,NY,SHORT,2018-03-02 14:50:00,9694.5,0.7922,5.0,9694.5,0.0,0.0,BE,2.5,4.75,8.0,4,0.0
2018-03-05,LON,LONG,2018-03-05 08:00:00,9779.5,0.7893,1.68,9771.5,-8.0,-1.0,SL_INITIAL,9.0,0.75,8.0,15,-160.0
2018-03-05,NY,SHORT,2018-03-05 14:00:00,9814.25,0.7917,1.7,9814.25,0.0,0.0,BE,6.75,4.25,8.0,15,0.0
2018-03-06,LON,LONG,2018-03-06 08:00:00,9899.75,0.7878,0.84,9914.74,14.99,1.874,WIN_SMALL,5.25,16.25,8.0,117,299.8
2018-03-06,NY,SHORT,2018-03-06 16:45:00,9909.75,0.7932,8.98,9909.75,0.0,0.0,BE,6.5,5.0,8.0,3,0.0
2018-03-07,LON,SHORT,2018-03-07 08:00:00,9835.5,0.7893,1.84,9835.5,0.0,0.0,BE,7.5,14.25,8.0,49,0.0
2018-03-07,NY,SHORT,2018-03-07 14:13:00,9870.25,0.7912,3.62,9878.25,-8.0,-1.0,SL_INITIAL,8.5,0.75,8.0,6,-160.0
2018-03-08,LON,LONG,2018-03-08 08:05:00,9936.0,0.7819,0.59,9961.54,25.54,3.193,TRAIL_3.2R,0.0,26.25,8.0,55,510.79999999999995
2018-03-08,NY,LONG,2018-03-08 14:00:00,9964.25,0.792,1.07,9964.25,0.0,0.0,BE,0.75,12.0,8.0,103,0.0
2018-03-09,LON,LONG,2018-03-09 08:00:00,9983.0,0.7878,0.75,9983.0,0.0,0.0,BE,1.75,5.0,8.0,41,0.0
2018-03-09,NY,SHORT,2018-03-09 14:04:00,9985.0,0.7915,1.34,9985.0,0.0,0.0,BE,5.0,4.75,8.0,77,0.0
2018-03-12,LON,LONG,2018-03-12 08:00:00,10150.0,0.7876,0.8,10155.5,5.5,0.688,WIN_SMALL,1.0,11.25,8.0,120,110.0
2018-03-12,NY,LONG,2018-03-12 15:33:00,10130.5,0.7928,2.05,10130.5,0.0,0.0,BE,0.0,4.75,8.0,1,0.0
2018-03-13,LON,SHORT,2018-03-13 09:14:00,10151.5,0.7906,1.18,10154.0,-2.5,-0.312,MAX_HOLD,5.75,3.0,8.0,106,-50.0
2018-03-13,NY,SHORT,2018-03-13 14:31:00,10168.75,0.7912,2.88,10176.75,-8.0,-1.0,SL_INITIAL,10.5,0.75,8.0,1,-160.0
2018-03-14,LON,SHORT,2018-03-14 08:00:00,10044.5,0.7893,0.91,10052.5,-8.0,-1.0,SL_INITIAL,9.0,0.0,8.0,61,-160.0
2018-03-14,NY,SHORT,2018-03-14 14:07:00,10089.5,0.7915,1.77,10089.5,0.0,0.0,BE,3.25,5.0,8.0,24,0.0
2018-03-15,LON,SHORT,2018-03-15 08:00:00,10053.25,0.789,1.32,10061.25,-8.0,-1.0,SL_INITIAL,8.0,2.75,8.0,93,-160.0
2018-03-15,NY,SHORT,2018-03-15 16:33:00,10058.75,0.7932,4.52,10058.75,0.0,0.0,BE,0.75,4.25,8.0,2,0.0
2018-03-16,LON,SHORT,2018-03-16 09:47:00,10039.25,0.7916,1.48,10047.25,-8.0,-1.0,SL_INITIAL,9.5,2.0,8.0,45,-160.0
2018-03-16,NY,SHORT,2018-03-16 15:44:00,10065.25,0.7932,6.46,10065.25,0.0,0.0,BE,3.5,5.5,8.0,4,0.0
2018-03-19,LON,SHORT,2018-03-19 08:00:00,9974.25,0.7893,1.54,9974.25,0.0,0.0,BE,1.75,8.75,8.0,109,0.0
2018-03-19,NY,SHORT,2018-03-19 14:15:00,9951.75,0.7917,2.61,9951.75,0.0,0.0,BE,0.5,4.5,8.0,11,0.0
2018-03-20,LON,SHORT,2018-03-20 08:01:00,9885.25,0.7878,1.59,9893.25,-8.0,-1.0,SL_INITIAL,8.0,2.0,8.0,46,-160.0
2018-03-20,NY,SHORT,2018-03-20 14:06:00,9905.75,0.7915,1.61,9905.75,0.0,0.0,BE,0.75,4.25,8.0,18,0.0
2018-03-21,LON,LONG,2018-03-21 08:00:00,9900.5,0.7876,0.84,9900.5,0.0,0.0,BE,4.75,5.0,8.0,61,0.0
2018-03-21,NY,SHORT,2018-03-21 16:05:00,9891.75,0.7932,5.04,9891.75,0.0,0.0,BE,0.25,5.0,8.0,1,0.0
2018-03-22,LON,SHORT,2018-03-22 08:00:00,9876.0,0.7893,1.21,9860.82,15.18,1.897,WIN_SMALL,4.5,17.0,8.0,55,303.6
2018-03-22,NY,SHORT,2018-03-22 14:00:00,9785.75,0.7917,2.14,9793.75,-8.0,-1.0,SL_INITIAL,8.75,0.75,8.0,2,-160.0
2018-03-23,LON,SHORT,2018-03-23 08:00:00,9601.0,0.789,1.98,9601.0,0.0,0.0,BE,0.5,4.0,8.0,1,0.0
2018-03-23,NY,LONG,2018-03-23 14:05:00,9672.0,0.7922,3.98,9672.0,0.0,0.0,BE,6.0,4.75,8.0,3,0.0
2018-03-26,LON,SHORT,2018-03-26 08:00:00,9585.5,0.7878,1.66,9593.5,-8.0,-1.0,SL_INITIAL,8.0,0.5,8.0,23,-160.0
2018-03-27,LON,LONG,2018-03-27 08:00:00,9785.75,0.7876,1.79,9801.32,15.57,1.946,WIN_SMALL,2.75,18.25,8.0,98,311.4
2018-03-27,NY,SHORT,2018-03-27 15:51:00,9803.0,0.7926,2.43,9803.0,0.0,0.0,BE,4.25,7.75,8.0,35,0.0
2018-03-28,LON,SHORT,2018-03-28 08:00:00,9521.75,0.7897,2.55,9521.75,0.0,0.0,BE,3.25,4.25,8.0,3,0.0
2018-03-28,NY,LONG,2018-03-28 14:00:00,9532.25,0.792,3.75,9532.25,0.0,0.0,BE,2.0,4.5,8.0,2,0.0
2018-03-29,LON,SHORT,2018-03-29 08:00:00,9463.25,0.789,1.71,9471.25,-8.0,-1.0,SL_INITIAL,11.5,3.0,8.0,37,-160.0
2018-03-29,NY,SHORT,2018-03-29 16:34:00,9484.25,0.7933,6.59,9484.25,0.0,0.0,BE,7.5,8.75,8.0,3,0.0
2018-04-02,LON,LONG,2018-04-02 08:00:00,9547.5,0.7893,1.02,9547.5,0.0,0.0,BE,1.5,4.5,8.0,17,0.0
2018-04-02,NY,LONG,2018-04-02 14:01:00,9532.75,0.7928,1.86,9524.75,-8.0,-1.0,SL_INITIAL,12.5,0.5,8.0,3,-160.0
2018-04-03,LON,SHORT,2018-04-03 08:00:00,9401.5,0.7878,0.89,9386.59,14.91,1.864,WIN_SMALL,2.5,16.25,8.0,32,298.2
2018-04-03,NY,SHORT,2018-04-03 14:14:00,9416.75,0.7912,3.36,9416.75,0.0,0.0,BE,1.25,11.25,8.0,33,0.0
2018-04-04,LON,LONG,2018-04-04 08:00:00,9427.75,0.7876,0.93,9419.75,-8.0,-1.0,SL_INITIAL,10.0,1.0,8.0,30,-160.0
2018-04-04,NY,LONG,2018-04-04 14:06:00,9336.25,0.7907,3.39,9328.25,-8.0,-1.0,SL_INITIAL,9.0,1.0,8.0,3,-160.0
2018-04-05,LON,LONG,2018-04-05 08:00:00,9611.75,0.7863,1.48,9603.75,-8.0,-1.0,SL_INITIAL,8.25,0.5,8.0,27,-160.0
2018-04-05,NY,SHORT,2018-04-05 14:00:00,9605.0,0.7917,3.41,9613.0,-8.0,-1.0,SL_INITIAL,9.0,2.25,8.0,18,-160.0
2018-04-06,LON,SHORT,2018-04-06 08:00:00,9509.75,0.789,2.05,9509.75,0.0,0.0,BE,7.75,4.75,8.0,19,0.0
2018-04-06,NY,LONG,2018-04-06 14:00:00,9544.0,0.7928,2.79,9536.0,-8.0,-1.0,SL_INITIAL,8.25,0.0,8.0,2,-160.0
2018-04-09,LON,SHORT,2018-04-09 08:00:00,9494.0,0.7876,1.0,9494.0,0.0,0.0,BE,2.25,8.5,8.0,48,0.0
2018-04-09,NY,SHORT,2018-04-09 16:50:00,9501.5,0.7932,9.21,9509.5,-8.0,-1.0,SL_INITIAL,11.5,0.0,8.0,1,-160.0
2018-04-10,LON,LONG,2018-04-10 08:00:00,9582.25,0.7878,2.27,9574.25,-8.0,-1.0,SL_INITIAL,12.0,0.0,8.0,1,-160.0
2018-04-11,LON,LONG,2018-04-11 08:00:00,9578.75,0.7876,0.88,9578.75,0.0,0.0,BE,2.5,5.75,8.0,55,0.0
2018-04-11,NY,LONG,2018-04-11 14:45:00,9553.25,0.7917,4.02,9553.25,0.0,0.0,BE,5.5,5.5,8.0,15,0.0
2018-04-12,NY,LONG,2018-04-12 14:00:00,9616.25,0.7922,2.64,9616.25,0.0,0.0,BE,6.0,6.75,8.0,32,0.0
2018-04-13,LON,SHORT,2018-04-13 08:00:00,9638.25,0.7878,1.18,9646.25,-8.0,-1.0,SL_INITIAL,9.75,1.75,8.0,63,-160.0
2018-04-13,NY,SHORT,2018-04-13 14:07:00,9661.0,0.7917,2.27,9661.0,0.0,0.0,BE,1.75,4.75,8.0,11,0.0
2018-04-16,LON,LONG,2018-04-16 09:58:00,9637.0,0.7923,2.0,9637.0,0.0,0.0,BE,1.25,4.5,8.0,1,0.0
2018-04-16,NY,LONG,2018-04-16 14:00:00,9668.5,0.792,1.71,9660.5,-8.0,-1.0,SL_INITIAL,9.25,1.25,8.0,28,-160.0
2018-04-17,LON,SHORT,2018-04-17 08:00:00,9720.25,0.7878,1.38,9720.25,0.0,0.0,BE,3.0,5.5,8.0,45,0.0
2018-04-18,LON,LONG,2018-04-18 08:00:00,9824.75,0.785,0.68,9824.75,0.0,0.0,BE,1.0,7.0,8.0,62,0.0
2018-04-18,NY,SHORT,2018-04-18 15:17:00,9831.0,0.7933,1.61,9817.16,13.84,1.73,WIN_SMALL,3.25,16.25,8.0,73,276.8
2018-04-19,LON,LONG,2018-04-19 08:00:00,9846.25,0.7876,0.5,9838.25,-8.0,-1.0,SL_INITIAL,8.0,0.0,8.0,44,-160.0
2018-04-19,NY,SHORT,2018-04-19 15:23:00,9806.25,0.7931,2.25,9806.25,0.0,0.0,BE,4.0,4.25,8.0,22,0.0
2018-04-20,LON,SHORT,2018-04-20 08:00:00,9771.0,0.7893,0.98,9754.72,16.28,2.035,TRAIL_2.0R,1.0,17.75,8.0,69,325.6
2018-04-20,NY,LONG,2018-04-20 14:00:00,9764.25,0.7922,2.39,9764.25,0.0,0.0,BE,0.25,9.25,8.0,17,0.0
